ID,Issue_Key,Project_ID,Type,Priority,Status,Resolution,Creation_Date,Estimation_Date,Resolution_Date,Last_Updated,Story_Point,Timespent,In_Progress_Minutes,Total_Effort_Minutes,Resolution_Time_Minutes,Assignee_ID
30659,APSTUD-6617,8,Bug,Medium,Closed,Fixed,2007-03-30 21:18:46,,2012-07-15 06:28:25,2012-07-15 06:28:25,,,0.0,0.0,2784069.0,5481.0
30660,APSTUD-6616,8,Bug,Medium,Closed,Fixed,2006-11-10 17:44:40,,2012-07-15 06:28:24,2014-06-02 19:26:21,,,0.0,0.0,2985823.0,5481.0
30661,APSTUD-6615,8,Bug,Medium,Closed,Fixed,2007-02-04 03:35:53,,2012-07-15 06:28:24,2014-06-02 19:29:17,,,0.0,0.0,2862832.0,5481.0
30662,APSTUD-6614,8,Bug,Medium,Closed,Fixed,2006-12-16 00:15:19,,2012-07-15 06:28:23,2012-07-15 06:28:23,,,0.0,0.0,2935033.0,5481.0
30663,APSTUD-6613,8,Bug,Medium,Closed,Fixed,2006-12-21 13:22:55,,2012-07-15 06:28:23,2012-07-15 06:28:23,,,0.0,0.0,2927045.0,5481.0
30664,APSTUD-6612,8,Bug,Medium,Closed,Fixed,2007-02-08 15:24:28,,2012-07-15 06:28:22,2012-07-15 06:28:22,,,0.0,0.0,2856363.0,5481.0
30665,APSTUD-6611,8,Bug,Medium,Closed,Fixed,2007-01-23 21:38:11,,2012-07-15 06:28:22,2014-06-02 19:29:17,,,0.0,0.0,2879030.0,5481.0
30666,APSTUD-6610,8,Bug,Medium,Closed,Fixed,2007-07-16 03:41:58,,2012-07-15 06:28:21,2014-06-02 19:29:03,,,0.0,0.0,2629606.0,5481.0
30667,APSTUD-6609,8,Bug,Medium,Closed,Cannot Reproduce,2007-02-14 06:08:36,,2012-07-15 06:28:20,2012-07-15 06:28:20,,,0.0,0.0,2848279.0,5481.0
30668,APSTUD-6608,8,Bug,Medium,Closed,Fixed,2007-01-19 01:37:05,,2012-07-15 06:28:19,2012-07-15 06:28:19,,,0.0,0.0,2885991.0,5481.0
30669,APSTUD-6607,8,Bug,Medium,Closed,Fixed,2007-01-16 22:23:05,,2012-07-15 06:28:18,2012-07-15 06:28:18,,,0.0,0.0,2889065.0,5481.0
30670,APSTUD-6606,8,Bug,Medium,Closed,Fixed,2007-06-25 06:56:31,,2012-07-15 06:28:17,2014-06-02 19:24:22,,,0.0,0.0,2659651.0,5481.0
30671,APSTUD-6605,8,Bug,Medium,Closed,Duplicate,2006-11-22 22:15:20,,2012-07-15 06:28:16,2014-06-02 19:26:22,,,0.0,0.0,2968272.0,5481.0
30672,APSTUD-6604,8,Bug,Medium,Closed,Fixed,2006-12-13 04:43:42,,2012-07-15 06:28:16,2012-07-15 06:28:16,,,0.0,0.0,2939084.0,5481.0
30673,APSTUD-6603,8,Bug,Medium,Closed,Fixed,2006-12-31 18:20:52,,2012-07-15 06:28:15,2012-07-15 06:28:15,,,0.0,0.0,2912347.0,5481.0
30674,APSTUD-6602,8,Bug,Medium,Closed,Fixed,2006-07-01 02:43:54,,2012-07-15 06:28:14,2012-07-15 06:28:14,,,0.0,0.0,3176864.0,5481.0
30675,APSTUD-6601,8,Bug,Medium,Closed,Fixed,2006-12-31 18:24:13,,2012-07-15 06:28:14,2012-07-15 06:28:14,,,0.0,0.0,2912344.0,5481.0
30676,APSTUD-6600,8,Bug,Medium,Closed,Fixed,2007-01-11 16:05:17,,2012-07-15 06:28:13,2014-06-02 19:24:16,,,0.0,0.0,2896642.0,5481.0
30677,APSTUD-6599,8,Bug,Medium,Closed,Fixed,2006-12-12 10:13:42,,2012-07-15 06:28:13,2012-07-15 06:28:13,,,0.0,0.0,2940194.0,5481.0
30678,APSTUD-6598,8,Bug,Medium,Closed,Fixed,2007-01-19 01:34:30,,2012-07-15 06:28:12,2012-07-15 06:28:12,,,0.0,0.0,2885993.0,5481.0
30679,APSTUD-6597,8,Bug,Medium,Closed,Fixed,2007-01-20 02:11:13,,2012-07-15 06:28:12,2012-07-15 06:28:12,,,0.0,0.0,2884516.0,5481.0
30680,APSTUD-6596,8,Bug,Medium,Closed,Fixed,2007-01-09 15:40:43,,2012-07-15 06:28:11,2012-07-15 06:28:11,,,0.0,0.0,2899547.0,5481.0
30681,APSTUD-6595,8,Bug,Medium,Closed,Duplicate,2007-06-29 18:12:17,,2012-07-15 06:28:10,2014-06-02 19:29:25,,,0.0,0.0,2653215.0,5481.0
30682,APSTUD-6594,8,Bug,Medium,Closed,Duplicate,2007-12-30 01:56:07,,2012-07-15 06:28:10,2012-07-15 06:28:10,,,0.0,0.0,2389172.0,5481.0
30683,APSTUD-6593,8,Bug,Medium,Closed,Fixed,2006-12-28 11:45:42,,2012-07-15 06:28:09,2014-06-02 19:26:21,,,0.0,0.0,2917062.0,5481.0
30684,APSTUD-6592,8,Bug,Medium,Closed,Fixed,2006-11-15 22:26:43,,2012-07-15 06:28:08,2012-07-15 06:28:09,,,0.0,0.0,2978341.0,5481.0
30685,APSTUD-6591,8,Bug,Medium,Closed,Fixed,2007-03-06 20:00:48,,2012-07-15 06:28:08,2014-06-02 19:24:02,,,0.0,0.0,2818647.0,5481.0
30686,APSTUD-6590,8,Bug,Medium,Closed,Fixed,2009-01-14 04:35:01,,2012-07-15 06:28:07,2012-07-15 06:28:08,,,0.0,0.0,1840373.0,5481.0
30687,APSTUD-6589,8,Bug,Medium,Closed,Fixed,2006-11-23 09:34:10,,2012-07-15 06:28:07,2012-07-15 06:28:07,,,0.0,0.0,2967593.0,5481.0
30688,APSTUD-6588,8,Bug,Medium,Closed,Fixed,2006-11-30 05:59:24,,2012-07-15 06:28:06,2012-07-15 06:28:06,,,0.0,0.0,2957728.0,5481.0
30689,APSTUD-6587,8,Bug,Medium,Closed,Fixed,2009-06-25 01:02:55,,2012-07-15 06:28:06,2012-07-15 06:28:06,,,0.0,0.0,1607365.0,5481.0
30690,APSTUD-6586,8,Bug,Medium,Closed,Fixed,2007-01-24 22:19:02,,2012-07-15 06:28:05,2014-06-02 19:29:18,,,0.0,0.0,2877549.0,5481.0
30691,APSTUD-6585,8,Bug,Medium,Closed,Fixed,2006-11-03 05:52:02,,2012-07-15 06:28:04,2012-07-15 06:28:04,,,0.0,0.0,2996616.0,5481.0
30692,APSTUD-6584,8,Bug,Medium,Closed,Fixed,2006-11-11 06:56:37,,2012-07-15 06:28:01,2012-07-15 06:28:01,,,0.0,0.0,2985031.0,5481.0
30693,APSTUD-6583,8,Bug,Medium,Closed,Fixed,2006-10-16 08:00:53,,2012-07-15 06:28:01,2012-07-15 06:28:01,,,0.0,0.0,3022467.0,5481.0
30694,APSTUD-6582,8,Bug,Medium,Closed,Fixed,2006-10-12 04:06:06,,2012-07-15 06:28:00,2012-07-15 06:28:00,,,0.0,0.0,3028461.0,5481.0
30695,APSTUD-6581,8,Bug,Low,Closed,Cannot Reproduce,2006-10-25 04:45:14,,2012-07-15 06:27:59,2012-07-15 06:27:59,,,0.0,0.0,3009702.0,5481.0
30696,APSTUD-6580,8,Bug,Medium,Closed,Fixed,2006-10-19 03:35:53,,2012-07-15 06:27:59,2012-07-15 06:27:59,,,0.0,0.0,3018412.0,5481.0
30697,APSTUD-6579,8,Bug,Medium,Closed,Won't Fix,2006-10-19 03:47:10,,2012-07-15 06:27:58,2012-07-15 06:27:58,,,0.0,0.0,3018400.0,5481.0
30698,APSTUD-6578,8,Bug,Medium,Closed,Invalid,2007-01-23 19:54:20,,2012-07-15 06:27:57,2012-07-15 06:27:57,,,0.0,0.0,2879133.0,5481.0
30699,APSTUD-6577,8,Bug,Medium,Closed,Fixed,2006-10-13 23:53:46,,2012-07-15 06:27:56,2012-07-15 06:27:56,,,0.0,0.0,3025834.0,5481.0
30700,APSTUD-6576,8,Bug,Medium,Closed,Cannot Reproduce,2006-10-16 01:40:20,,2012-07-15 06:27:56,2012-07-15 06:27:56,,,0.0,0.0,3022847.0,5481.0
30701,APSTUD-6575,8,Bug,Medium,Closed,Fixed,2006-06-20 05:11:20,,2012-07-15 06:27:48,2012-07-15 06:27:48,,,0.0,0.0,3192556.0,5481.0
30702,APSTUD-6574,8,Bug,Medium,Closed,Fixed,2006-08-19 03:51:54,,2012-07-15 06:27:45,2012-07-15 06:27:45,,,0.0,0.0,3106235.0,5481.0
30703,APSTUD-6573,8,Bug,Medium,Closed,Fixed,2006-09-22 02:08:45,,2012-07-15 06:27:45,2014-06-02 19:25:46,,,0.0,0.0,3057379.0,5481.0
30704,APSTUD-6572,8,Bug,Medium,Closed,Fixed,2006-09-11 05:39:36,,2012-07-15 06:27:44,2012-07-15 06:27:44,,,0.0,0.0,3073008.0,5481.0
30705,APSTUD-6571,8,Bug,Medium,Closed,Fixed,2006-07-23 18:34:14,,2012-07-15 06:27:43,2012-07-15 06:27:43,,,0.0,0.0,3144233.0,5481.0
30706,APSTUD-6570,8,Bug,Medium,Closed,Fixed,2006-08-18 11:47:42,,2012-07-15 06:27:42,2012-07-15 06:27:42,,,0.0,0.0,3107200.0,5481.0
30707,APSTUD-6569,8,Bug,Medium,Closed,Fixed,2007-03-12 03:00:05,,2012-07-15 06:27:42,2014-06-02 19:30:51,,,0.0,0.0,2811027.0,5481.0
30708,APSTUD-6568,8,Bug,Medium,Closed,Won't Fix,2006-08-07 15:55:46,,2012-07-15 06:27:41,2012-07-15 06:27:41,,,0.0,0.0,3122791.0,5481.0
30709,APSTUD-6567,8,Bug,Medium,Closed,Duplicate,2006-08-04 21:12:11,,2012-07-15 06:27:40,2012-07-15 06:27:40,,,0.0,0.0,3126795.0,5481.0
30710,APSTUD-6566,8,Bug,Medium,Closed,Fixed,2006-08-06 12:51:11,,2012-07-15 06:27:40,2012-07-15 06:27:40,,,0.0,0.0,3124416.0,5481.0
30711,APSTUD-6565,8,Bug,Medium,Closed,Cannot Reproduce,2006-08-20 20:27:23,,2012-07-15 06:27:39,2014-06-02 19:28:21,,,0.0,0.0,3103800.0,5481.0
30712,APSTUD-6564,8,Bug,Medium,Closed,Fixed,2006-09-06 18:23:56,,2012-07-15 06:27:38,2012-07-15 06:27:38,,,0.0,0.0,3079443.0,5481.0
30713,APSTUD-6563,8,Bug,Medium,Closed,Fixed,2006-07-29 01:03:25,,2012-07-15 06:27:37,2012-07-15 06:27:37,,,0.0,0.0,3136644.0,5481.0
30714,APSTUD-6562,8,Bug,Medium,Closed,Fixed,2006-07-05 19:07:38,,2012-07-15 06:27:36,2012-07-15 06:27:36,,,0.0,0.0,3170119.0,5481.0
30715,APSTUD-6561,8,Bug,Low,Resolved,Won't Fix,2006-07-02 07:45:36,,2015-09-10 21:40:22,2015-09-10 21:40:22,,,0.0,0.0,4834914.0,5343.0
30716,APSTUD-6560,8,Bug,Medium,Closed,Fixed,2006-07-17 02:15:18,,2012-07-15 06:27:34,2012-07-15 06:27:34,,,0.0,0.0,3153852.0,5481.0
30717,APSTUD-6559,8,Bug,Medium,Closed,Fixed,2006-07-16 08:16:25,,2012-07-15 06:27:33,2012-07-15 06:27:33,,,0.0,0.0,3154931.0,5481.0
30718,APSTUD-6558,8,Bug,Medium,Closed,Fixed,2007-05-17 03:30:06,,2012-07-15 06:27:31,2012-07-15 06:27:31,,,0.0,0.0,2716017.0,5481.0
30719,APSTUD-6557,8,Bug,Medium,Closed,Fixed,2007-05-22 23:58:32,,2012-07-15 06:27:31,2014-06-02 19:31:28,,,0.0,0.0,2707588.0,5481.0
30720,APSTUD-6556,8,Bug,Medium,Closed,Fixed,2006-06-15 17:23:00,,2012-07-15 06:27:30,2012-07-15 06:27:30,,,0.0,0.0,3199024.0,5481.0
30721,APSTUD-6555,8,Bug,Medium,Closed,Won't Fix,2006-07-25 01:35:20,,2012-07-15 06:27:29,2012-07-15 06:27:29,,,0.0,0.0,3142372.0,5481.0
30722,APSTUD-6554,8,Bug,Medium,Closed,Won't Fix,2006-07-04 02:15:36,,2012-07-15 06:27:29,2012-07-15 06:27:29,,,0.0,0.0,3172571.0,5481.0
30723,APSTUD-6553,8,Bug,Medium,Closed,Fixed,2006-06-18 00:31:25,,2012-07-15 06:27:28,2012-07-15 06:27:28,,,0.0,0.0,3195716.0,5481.0
30724,APSTUD-6552,8,Bug,Medium,Closed,Fixed,2006-07-07 01:21:15,,2012-07-15 06:27:26,2012-07-15 06:27:26,,,0.0,0.0,3168306.0,5481.0
30725,APSTUD-6551,8,Bug,Medium,Closed,Fixed,2006-09-13 17:20:55,,2012-07-15 06:27:25,2014-06-02 19:24:31,,,0.0,0.0,3069426.0,5481.0
30726,APSTUD-6550,8,Bug,Medium,Closed,Fixed,2006-06-21 23:09:51,,2012-07-15 06:27:24,2012-07-15 06:27:24,,,0.0,0.0,3190037.0,5481.0
30727,APSTUD-6549,8,Bug,Medium,Closed,Fixed,2006-06-15 00:17:03,,2012-07-15 06:27:24,2014-06-02 19:28:21,,,0.0,0.0,3200050.0,5481.0
30728,APSTUD-6548,8,Bug,Medium,Closed,Invalid,2006-07-01 07:22:50,,2012-07-15 06:27:23,2012-07-15 06:27:23,,,0.0,0.0,3176584.0,5481.0
30729,APSTUD-6547,8,Bug,Medium,Closed,Fixed,2006-07-19 08:30:04,,2012-07-15 06:27:22,2012-07-15 06:27:22,,,0.0,0.0,3150597.0,5481.0
30730,APSTUD-6546,8,Bug,Medium,Closed,Fixed,2006-06-29 01:14:46,,2012-07-15 06:27:22,2012-07-15 06:27:22,,,0.0,0.0,3179832.0,5481.0
30731,APSTUD-6545,8,Bug,Medium,Closed,Fixed,2006-07-25 20:12:11,,2012-07-15 06:27:21,2012-07-15 06:27:21,,,0.0,0.0,3141255.0,5481.0
30732,APSTUD-6544,8,Bug,Medium,Closed,Fixed,2006-05-26 18:18:24,,2012-07-15 06:27:21,2012-07-15 06:27:21,,,0.0,0.0,3227768.0,5481.0
30733,APSTUD-6543,8,Bug,Medium,Closed,Fixed,2006-05-29 04:04:38,,2012-07-15 06:27:20,2014-06-02 19:25:06,,,0.0,0.0,3224302.0,5481.0
30734,APSTUD-6542,8,Bug,Critical,Closed,Fixed,2006-05-23 01:36:00,,2012-07-15 06:27:19,2012-07-15 06:27:19,,,0.0,0.0,3233091.0,5481.0
30735,APSTUD-6541,8,Bug,Medium,Closed,Fixed,2006-06-01 06:31:41,,2012-07-15 06:27:18,2012-07-15 06:27:18,,,0.0,0.0,3219835.0,5481.0
30736,APSTUD-6540,8,Bug,Medium,Closed,Fixed,2006-05-08 18:11:32,,2012-07-15 06:27:16,2012-07-15 06:27:16,,,0.0,0.0,3253695.0,5481.0
30737,APSTUD-6539,8,Bug,Medium,Closed,Cannot Reproduce,2007-11-08 16:13:13,,2012-07-15 06:27:16,2012-07-15 06:27:16,,,0.0,0.0,2463194.0,5481.0
30738,APSTUD-6538,8,Bug,Medium,Closed,Fixed,2006-04-14 01:19:42,,2012-07-15 06:27:13,2014-06-02 19:28:22,,,0.0,0.0,3289267.0,5481.0
30739,APSTUD-6537,8,Bug,Critical,Closed,Fixed,2006-04-24 04:52:26,,2012-07-15 06:27:11,2014-06-02 19:28:22,,,0.0,0.0,3274654.0,5481.0
30740,APSTUD-6536,8,Bug,Medium,Closed,Fixed,2007-01-24 01:39:36,,2012-07-15 06:27:10,2012-07-15 06:27:10,,,0.0,0.0,2878787.0,5481.0
30741,APSTUD-6535,8,Bug,Medium,Closed,Fixed,2006-05-02 04:19:19,,2012-07-15 06:27:09,2012-07-15 06:27:09,,,0.0,0.0,3263167.0,5481.0
30742,APSTUD-6534,8,Bug,Medium,Closed,Won't Fix,2006-05-01 02:13:53,,2012-07-15 06:27:09,2012-07-15 06:27:09,,,0.0,0.0,3264733.0,5481.0
30743,APSTUD-6533,8,Bug,Medium,Closed,Duplicate,2006-05-15 21:01:58,,2012-07-15 06:27:08,2012-07-15 06:27:09,,,0.0,0.0,3243445.0,5481.0
30744,APSTUD-6532,8,Bug,Low,Closed,Cannot Reproduce,2006-04-20 03:07:45,,2012-07-15 06:27:08,2012-07-15 06:27:08,,,0.0,0.0,3280519.0,5481.0
30745,APSTUD-6531,8,Bug,Medium,Closed,Fixed,2006-04-19 17:04:26,,2012-07-15 06:27:07,2012-07-15 06:27:07,,,0.0,0.0,3281122.0,5481.0
30746,APSTUD-6530,8,Bug,Medium,Closed,Fixed,2006-04-27 05:37:59,,2012-07-15 06:27:07,2012-07-15 06:27:07,,,0.0,0.0,3270289.0,5481.0
30747,APSTUD-6529,8,Bug,Medium,Closed,Fixed,2006-05-23 03:47:39,,2012-07-15 06:27:06,2012-07-15 06:27:06,,,0.0,0.0,3232959.0,5481.0
30748,APSTUD-6528,8,Bug,Medium,Closed,Fixed,2006-04-18 01:53:00,,2012-07-15 06:27:05,2012-07-15 06:27:05,,,0.0,0.0,3283474.0,5481.0
30749,APSTUD-6527,8,Bug,Medium,Closed,Fixed,2006-04-18 01:45:28,,2012-07-15 06:27:05,2012-07-15 06:27:05,,,0.0,0.0,3283481.0,5481.0
30750,APSTUD-6526,8,Bug,Medium,Closed,Fixed,2006-02-12 14:31:33,,2012-07-15 06:27:04,2012-07-15 06:27:04,,,0.0,0.0,3376255.0,5481.0
30751,APSTUD-6525,8,Bug,Medium,Closed,Fixed,2009-03-23 13:17:47,,2012-07-15 06:27:02,2012-07-15 06:27:02,,,0.0,0.0,1741929.0,5481.0
30752,APSTUD-6524,8,Bug,Medium,Closed,Invalid,2006-05-04 20:58:19,,2012-07-15 06:27:01,2012-07-15 06:27:01,,,0.0,0.0,3259288.0,5481.0
30753,APSTUD-6523,8,Bug,Medium,Closed,Fixed,2006-01-10 04:19:32,,2012-07-15 06:26:59,2012-07-15 06:26:59,,,0.0,0.0,3424387.0,5481.0
30754,APSTUD-6522,8,Bug,Medium,Closed,Fixed,2006-05-31 00:27:40,,2012-07-15 06:26:58,2012-07-15 06:26:58,,,0.0,0.0,3221639.0,5481.0
30755,APSTUD-6521,8,Bug,Medium,Closed,Fixed,2006-08-24 19:46:01,,2012-07-15 06:26:58,2012-07-15 06:26:58,,,0.0,0.0,3098080.0,5481.0
30756,APSTUD-6520,8,Bug,Medium,Closed,Duplicate,2006-05-23 00:59:19,,2012-07-15 06:26:57,2012-07-15 06:26:57,,,0.0,0.0,3233127.0,5481.0
30757,APSTUD-6519,8,Bug,Medium,Closed,Fixed,2006-04-23 16:22:45,,2012-07-15 06:26:56,2014-06-02 19:28:22,,,0.0,0.0,3275404.0,5481.0
30758,APSTUD-6518,8,Bug,Medium,Closed,Fixed,2006-04-02 15:55:47,,2012-07-15 06:26:56,2014-06-02 19:27:13,,,0.0,0.0,3305671.0,5481.0
30759,APSTUD-6517,8,Bug,Medium,Closed,Won't Fix,2006-04-01 05:09:10,,2012-07-15 06:26:55,2012-07-15 06:26:55,,,0.0,0.0,3307757.0,5481.0
30760,APSTUD-6516,8,Bug,Medium,Closed,Fixed,2006-03-31 02:38:31,,2012-07-15 06:26:55,2012-07-15 06:26:55,,,0.0,0.0,3309348.0,5481.0
30761,APSTUD-6515,8,Bug,Medium,Closed,Fixed,2007-12-22 18:00:40,,2012-07-15 06:26:54,2014-06-02 19:28:04,,,0.0,0.0,2399726.0,5481.0
30762,APSTUD-6514,8,Bug,Medium,Closed,Fixed,2006-04-03 10:54:12,,2012-07-15 06:26:54,2012-07-15 06:26:54,,,0.0,0.0,3304532.0,5481.0
30763,APSTUD-6513,8,Bug,Medium,Closed,Fixed,2006-03-24 14:28:49,,2012-07-15 06:26:53,2014-06-02 19:27:14,,,0.0,0.0,3318658.0,5481.0
30764,APSTUD-6512,8,Bug,Medium,Closed,Fixed,2005-12-06 09:06:00,,2012-07-15 06:26:53,2014-06-02 19:27:00,,,0.0,0.0,3474500.0,5481.0
30765,APSTUD-6511,8,Bug,Medium,Closed,Fixed,2006-08-12 07:01:44,,2012-07-15 06:26:52,2012-07-15 06:26:52,,,0.0,0.0,3116125.0,5481.0
30766,APSTUD-6510,8,Bug,Medium,Closed,Fixed,2006-04-03 22:49:17,,2012-07-15 06:26:51,2012-07-15 06:26:51,,,0.0,0.0,3303817.0,5481.0
30767,APSTUD-6509,8,Bug,Medium,Closed,Fixed,2006-03-21 21:31:20,,2012-07-15 06:26:50,2014-06-02 19:27:14,,,0.0,0.0,3322555.0,5481.0
30768,APSTUD-6508,8,Bug,Medium,Closed,Cannot Reproduce,2006-03-27 21:12:20,,2012-07-15 06:26:50,2014-06-02 19:27:14,,,0.0,0.0,3313994.0,5481.0
30769,APSTUD-6507,8,Bug,Medium,Closed,Fixed,2006-04-10 02:54:07,,2012-07-15 06:26:49,2012-07-15 06:26:49,,,0.0,0.0,3294932.0,5481.0
30770,APSTUD-6506,8,Bug,Medium,Closed,Cannot Reproduce,2006-03-16 23:08:15,,2012-07-15 06:26:48,2014-06-02 19:27:15,,,0.0,0.0,3329658.0,5481.0
30771,APSTUD-6505,8,Bug,Medium,Closed,Fixed,2006-03-09 12:55:18,,2012-07-15 06:26:48,2012-07-15 06:26:48,,,0.0,0.0,3340351.0,5481.0
30772,APSTUD-6504,8,Bug,Medium,Closed,Won't Fix,2006-04-03 15:11:12,,2012-07-15 06:26:47,2012-07-15 06:26:47,,,0.0,0.0,3304275.0,5481.0
30773,APSTUD-6503,8,Bug,Medium,Closed,Fixed,2006-03-15 21:00:37,,2012-07-15 06:26:47,2014-06-02 19:27:14,,,0.0,0.0,3331226.0,5481.0
30774,APSTUD-6502,8,Bug,Medium,Closed,Fixed,2006-03-12 16:36:57,,2012-07-15 06:26:46,2012-07-15 06:26:46,,,0.0,0.0,3335809.0,5481.0
30775,APSTUD-6501,8,Bug,Medium,Closed,Fixed,2006-03-06 22:27:32,,2012-07-15 06:26:45,2012-07-15 06:26:45,,,0.0,0.0,3344099.0,5481.0
30776,APSTUD-6500,8,Bug,Medium,Closed,Won't Fix,2006-03-08 01:11:19,,2012-07-15 06:26:44,2012-07-15 06:26:44,,,0.0,0.0,3342495.0,5481.0
30777,APSTUD-6499,8,Bug,Medium,Closed,Fixed,2006-04-24 06:57:10,,2012-07-15 06:26:44,2012-07-15 06:26:44,,,0.0,0.0,3274529.0,5481.0
30778,APSTUD-6498,8,Bug,Medium,Closed,Fixed,2006-03-05 15:43:11,,2012-07-15 06:26:43,2014-06-02 19:24:26,,,0.0,0.0,3345943.0,5481.0
30779,APSTUD-6497,8,Bug,Medium,Closed,Invalid,2006-03-04 19:57:51,,2012-07-15 06:26:41,2014-06-02 19:24:26,,,0.0,0.0,3347128.0,5481.0
30780,APSTUD-6496,8,Bug,Medium,Closed,Cannot Reproduce,2006-03-04 19:58:52,,2012-07-15 06:26:41,2012-07-15 06:26:41,,,0.0,0.0,3347127.0,5481.0
30781,APSTUD-6495,8,Bug,Medium,Closed,Fixed,2006-02-19 03:11:50,,2012-07-15 06:26:40,2012-07-15 06:26:40,,,0.0,0.0,3366854.0,5481.0
30782,APSTUD-6494,8,Bug,Medium,Closed,Fixed,2006-02-18 22:49:01,,2012-07-15 06:26:39,2014-06-02 19:24:26,,,0.0,0.0,3367117.0,5481.0
30783,APSTUD-6493,8,Bug,Medium,Closed,Fixed,2006-03-05 15:21:49,,2012-07-15 06:26:38,2012-07-15 06:26:39,,,0.0,0.0,3345964.0,5481.0
30784,APSTUD-6492,8,Bug,Medium,Closed,Cannot Reproduce,2006-04-20 20:59:56,,2012-07-15 06:26:38,2012-07-15 06:26:38,,,0.0,0.0,3279446.0,5481.0
30785,APSTUD-6491,8,Bug,Medium,Closed,Duplicate,2006-03-10 13:31:51,,2012-07-15 06:26:38,2012-07-15 06:26:38,,,0.0,0.0,3338874.0,5481.0
30786,APSTUD-6490,8,Bug,Medium,Closed,Fixed,2008-01-06 19:31:23,,2012-07-15 06:26:37,2012-07-15 06:26:37,,,0.0,0.0,2378035.0,5481.0
30787,APSTUD-6489,8,Bug,Medium,Closed,Fixed,2005-10-18 22:22:32,,2012-07-15 06:26:37,2012-07-15 06:26:37,,,0.0,0.0,3544324.0,5481.0
30788,APSTUD-6488,8,Bug,Medium,Closed,Fixed,2006-06-26 21:50:32,,2012-07-15 06:26:36,2012-07-15 06:26:36,,,0.0,0.0,3182916.0,5481.0
30789,APSTUD-6487,8,Bug,Medium,Closed,Fixed,2006-02-12 16:48:30,,2012-07-15 06:26:36,2012-07-15 06:26:36,,,0.0,0.0,3376118.0,5481.0
30790,APSTUD-6486,8,Bug,Medium,Closed,Fixed,2006-04-04 19:52:57,,2012-07-15 06:26:35,2014-06-02 19:26:06,,,0.0,0.0,3302553.0,5481.0
30791,APSTUD-6485,8,Bug,Medium,Closed,Fixed,2006-03-09 04:34:38,,2012-07-15 06:26:35,2012-07-15 06:26:35,,,0.0,0.0,3340851.0,5481.0
30792,APSTUD-6484,8,Bug,Medium,Closed,Fixed,2006-02-19 03:03:42,,2012-07-15 06:26:34,2012-07-15 06:26:34,,,0.0,0.0,3366862.0,5481.0
30793,APSTUD-6483,8,Bug,Medium,Closed,Won't Fix,2006-02-23 18:31:27,,2012-07-15 06:26:34,2014-06-02 19:26:11,,,0.0,0.0,3360175.0,5481.0
30794,APSTUD-6482,8,Bug,Medium,Closed,Fixed,2008-03-30 06:44:03,,2012-07-15 06:26:33,2012-07-15 06:26:33,,,0.0,0.0,2257902.0,5481.0
30795,APSTUD-6481,8,Bug,Medium,Closed,Fixed,2008-04-09 20:58:52,,2012-07-15 06:26:33,2014-06-02 19:32:51,,,0.0,0.0,2242647.0,5481.0
30796,APSTUD-6480,8,Bug,Medium,Closed,Fixed,2006-02-17 22:53:30,,2012-07-15 06:26:32,2012-07-15 06:26:32,,,0.0,0.0,3368553.0,5481.0
30797,APSTUD-6479,8,Bug,Medium,Closed,Won't Fix,2006-05-29 05:02:39,,2012-07-15 06:26:31,2012-07-15 06:26:31,,,0.0,0.0,3224243.0,5481.0
30798,APSTUD-6478,8,Bug,Medium,Closed,Cannot Reproduce,2009-02-18 15:44:42,,2012-07-15 06:26:30,2012-07-15 06:26:30,,,0.0,0.0,1789301.0,5481.0
30799,APSTUD-6477,8,Bug,Medium,Closed,Fixed,2009-02-16 21:44:00,,2012-07-15 06:26:30,2013-01-13 13:52:07,,,0.0,0.0,1791822.0,5481.0
30800,APSTUD-6476,8,Bug,Medium,Closed,Fixed,2006-02-10 03:57:58,,2012-07-15 06:26:29,2014-06-02 19:26:10,,,0.0,0.0,3379768.0,5481.0
30801,APSTUD-6475,8,Bug,Medium,Closed,Won't Fix,2006-02-09 23:17:36,,2012-07-15 06:26:28,2012-07-15 06:26:28,,,0.0,0.0,3380048.0,5481.0
30802,APSTUD-6474,8,Bug,Medium,Closed,Won't Fix,2006-02-09 15:59:05,,2012-07-15 06:26:27,2014-06-02 19:26:00,,,0.0,0.0,3380487.0,5481.0
30803,APSTUD-6473,8,Bug,Low,Closed,Fixed,2006-02-06 18:01:28,,2012-07-15 06:26:26,2014-06-02 19:26:00,,,0.0,0.0,3384684.0,5481.0
30804,APSTUD-6472,8,Bug,Low,Closed,Fixed,2006-02-06 17:53:14,,2012-07-15 06:26:25,2012-07-15 06:26:25,,,0.0,0.0,3384693.0,5481.0
30805,APSTUD-6471,8,Bug,Medium,Closed,Fixed,2006-02-09 09:16:04,,2012-07-15 06:26:24,2014-06-02 19:26:00,,,0.0,0.0,3380890.0,5481.0
30806,APSTUD-6470,8,Bug,Medium,Closed,Fixed,2006-02-08 16:34:03,,2012-07-15 06:26:23,2014-06-02 19:26:00,,,0.0,0.0,3381892.0,5481.0
30807,APSTUD-6469,8,Bug,Medium,Closed,Fixed,2006-02-07 04:28:05,,2012-07-15 06:26:23,2012-07-15 06:26:23,,,0.0,0.0,3384058.0,5481.0
30808,APSTUD-6468,8,Bug,Medium,Closed,Fixed,2006-02-07 19:23:58,,2012-07-15 06:26:22,2014-06-02 19:26:00,,,0.0,0.0,3383162.0,5481.0
