ID,Issue_Key,Project_ID,Type,Priority,Status,Resolution,Creation_Date,Estimation_Date,Resolution_Date,Last_Updated,Story_Point,Timespent,In_Progress_Minutes,Total_Effort_Minutes,Resolution_Time_Minutes,Assignee_ID
77127,JRASERVER-71544,18,Suggestion,,Gathering Interest,,2020-09-11 17:28:57,,,2020-09-11 17:39:07,,,0.0,0.0,0.0,
77128,JRASERVER-71543,18,Suggestion,,Gathering Interest,,2020-09-11 16:22:51,,,2020-09-11 16:22:51,,,0.0,0.0,0.0,
77129,JRASERVER-71541,18,Suggestion,,Gathering Interest,,2020-09-11 11:51:25,,,2020-10-09 03:57:53,,,0.0,0.0,0.0,
77130,JRASERVER-71540,18,Suggestion,,Gathering Interest,,2020-09-11 11:15:05,,,2020-09-26 01:13:11,,,0.0,0.0,0.0,
77131,JRASERVER-71539,18,Suggestion,,Gathering Interest,,2020-09-10 23:53:19,,,2020-09-10 23:53:19,,,0.0,0.0,0.0,
77132,JRASERVER-71538,18,Bug,Low,Closed,Invalid,2020-09-10 13:14:01,,2020-10-20 12:32:09,2020-10-20 14:28:13,,,0.0,0.0,57558.0,
77133,JRASERVER-71537,18,Bug,Low,Needs Triage,,2020-09-10 07:18:56,,,2020-10-09 13:53:02,,,0.0,0.0,0.0,
77134,JRASERVER-71536,18,Bug,Low,Closed,Fixed,2020-09-10 05:31:31,,2020-09-10 05:33:59,2020-10-09 17:34:58,,,0.0,0.0,2.0,
77135,JRASERVER-71535,18,Suggestion,,Gathering Interest,,2017-12-19 23:03:15,,,2020-09-15 00:59:30,,,0.0,0.0,0.0,45345.0
77136,JRASERVER-71534,18,Suggestion,,Gathering Interest,,2020-09-09 14:48:46,,,2020-09-09 14:51:30,,,0.0,0.0,0.0,14659.0
77137,JRASERVER-71532,18,Bug,Low,Gathering Impact,,2020-09-09 13:16:08,,,2020-09-14 10:45:33,,,0.0,0.0,0.0,
77138,JRASERVER-71531,18,Bug,Low,Needs Triage,,2020-09-09 12:14:32,,,2020-09-23 12:29:32,,,0.0,0.0,0.0,
77139,JRASERVER-71530,18,Bug,Low,Gathering Impact,,2020-09-09 08:17:39,,,2020-09-24 08:38:18,,,0.0,0.0,0.0,
77140,JRASERVER-71529,18,Suggestion,,Gathering Interest,,2020-09-09 06:33:49,,,2020-09-09 06:35:04,,,0.0,0.0,0.0,
77141,JRASERVER-71528,18,Suggestion,,Closed,Fixed,2020-09-09 06:30:03,,2020-09-10 19:15:21,2020-09-10 19:15:21,,,0.0,0.0,2205.0,14659.0
77142,JRASERVER-71527,18,Suggestion,,Gathering Interest,,2020-09-08 18:35:22,,,2020-09-08 19:51:44,,,0.0,0.0,0.0,
77143,JRASERVER-71525,18,Suggestion,,Gathering Interest,,2020-09-08 06:46:16,,,2020-09-08 06:47:21,,,0.0,0.0,0.0,
77144,JRASERVER-71524,18,Bug,Low,Needs Triage,,2020-09-07 20:09:34,,,2020-09-30 15:30:58,,,0.0,0.0,0.0,14659.0
77145,JRASERVER-71523,18,Suggestion,,Gathering Interest,,2020-09-07 19:48:57,,,2020-09-07 19:48:57,,,0.0,0.0,0.0,
77146,JRASERVER-71522,18,Bug,Medium,Closed,Duplicate,2020-09-07 14:56:09,,2020-09-17 14:09:20,2020-09-17 14:09:20,,,0.0,0.0,14353.0,
77147,JRASERVER-71521,18,Bug,Low,Needs Triage,,2020-09-07 10:35:57,,,2020-10-21 01:18:46,,,0.0,0.0,0.0,
77148,JRASERVER-71520,18,Suggestion,,Gathering Interest,,2020-09-07 09:39:31,,,2020-09-21 01:23:32,,,0.0,0.0,0.0,
77149,JRASERVER-71519,18,Suggestion,,Gathering Interest,,2020-09-04 20:42:02,,,2020-09-04 20:42:02,,,0.0,0.0,0.0,14659.0
77150,JRASERVER-71518,18,Suggestion,,Gathering Interest,,2020-09-04 08:44:11,,,2020-09-14 14:14:13,,,0.0,0.0,0.0,
77151,JRASERVER-71517,18,Suggestion,,Gathering Interest,,2020-09-03 22:09:58,,,2020-09-03 22:09:58,,,0.0,0.0,0.0,
77152,JRASERVER-71516,18,Bug,Medium,Long Term Backlog,,2020-09-03 15:11:36,,,2020-09-23 14:49:40,,,0.0,0.0,0.0,
77153,JRASERVER-71515,18,Suggestion,,Gathering Interest,,2020-09-03 09:06:53,,,2020-09-07 09:00:26,,,0.0,0.0,0.0,
77154,JRASERVER-71514,18,Bug,Low,Needs Triage,,2020-09-02 23:07:05,,,2020-09-03 03:00:42,,,0.0,0.0,0.0,
77155,JRASERVER-71512,18,Bug,Low,Needs Triage,,2020-09-02 11:50:36,,,2020-10-21 19:00:47,,,0.0,0.0,0.0,
77156,JRASERVER-71511,18,Suggestion,,Gathering Interest,,2020-09-02 10:10:17,,,2020-09-02 10:10:17,,,0.0,0.0,0.0,
77157,JRASERVER-71510,18,Bug,Low,Needs Triage,,2020-09-02 09:30:24,,,2020-09-02 18:30:01,,,0.0,0.0,0.0,
77158,JRASERVER-71508,18,Suggestion,,Gathering Interest,,2020-09-02 02:06:00,,,2020-09-03 02:42:16,,,0.0,0.0,0.0,
77159,JRASERVER-71507,18,Bug,Low,Needs Triage,,2020-09-01 23:06:06,,,2020-09-02 03:00:40,,,0.0,0.0,0.0,
77160,JRASERVER-71506,18,Suggestion,,Gathering Interest,,2020-09-01 20:52:41,,,2020-09-01 20:53:34,,,0.0,0.0,0.0,
77161,JRASERVER-71505,18,Bug,Low,In Progress,,2020-09-01 18:53:31,,,2020-10-14 15:30:20,,,0.0,0.0,0.0,45376.0
77162,JRASERVER-71504,18,Suggestion,,Gathering Interest,,2020-09-01 16:52:53,,,2020-10-09 15:27:18,,,0.0,0.0,0.0,
77163,JRASERVER-71503,18,Suggestion,,Gathering Interest,,2020-09-01 15:23:58,,,2020-09-29 01:32:06,,,0.0,0.0,0.0,
77164,JRASERVER-71502,18,Suggestion,,Gathering Interest,,2020-09-01 15:15:14,,,2020-09-01 15:24:59,,,0.0,0.0,0.0,14659.0
77165,JRASERVER-71501,18,Bug,Low,Needs Triage,,2020-09-01 14:45:44,,,2020-09-01 19:00:46,,,0.0,0.0,0.0,
77166,JRASERVER-71500,18,Bug,Low,Closed,Duplicate,2020-09-01 11:11:55,,2020-09-01 23:40:36,2020-09-02 09:40:30,,,0.0,0.0,748.0,
77167,JRASERVER-71499,18,Bug,Low,Needs Triage,,2020-09-01 09:18:20,,,2020-10-20 10:54:47,,,0.0,0.0,0.0,
77168,JRASERVER-71498,18,Bug,Low,Closed,Fixed,2020-08-31 22:25:16,,2020-09-01 05:29:50,2020-09-30 13:52:46,,,0.0,0.0,424.0,
77169,JRASERVER-71497,18,Bug,Low,Needs Triage,,2020-08-31 19:04:31,,,2020-09-23 10:48:27,,,0.0,0.0,0.0,
77170,JRASERVER-71496,18,Suggestion,,Gathering Interest,,2020-08-31 16:05:15,,,2020-08-31 16:05:33,,,0.0,0.0,0.0,
77171,JRASERVER-71495,18,Suggestion,,Gathering Interest,,2020-08-31 14:19:28,,,2020-10-20 23:16:47,,,0.0,0.0,0.0,
77172,JRASERVER-71494,18,Suggestion,,Gathering Interest,,2020-08-31 11:19:21,,,2020-09-02 01:15:30,,,0.0,0.0,0.0,
77173,JRASERVER-71493,18,Suggestion,,Gathering Interest,,2020-08-31 09:24:42,,,2020-08-31 09:33:06,,,0.0,0.0,0.0,
77174,JRASERVER-71491,18,Suggestion,,Gathering Interest,,2020-08-28 20:08:58,,,2020-08-28 20:29:06,,,0.0,0.0,0.0,
77175,JRASERVER-71490,18,Bug,Low,Gathering Impact,,2020-08-28 19:28:37,,,2020-09-28 19:53:13,,,0.0,0.0,0.0,
77176,JRASERVER-71489,18,Suggestion,,Gathering Interest,,2020-08-28 18:22:07,,,2020-08-28 18:22:07,,,0.0,0.0,0.0,
77177,JRASERVER-71488,18,Bug,Low,Needs Triage,,2020-08-28 15:59:12,,,2020-09-23 10:47:23,,,0.0,0.0,0.0,
77178,JRASERVER-71487,18,Suggestion,,Gathering Interest,,2020-08-28 07:38:14,,,2020-08-28 07:39:42,,,0.0,0.0,0.0,
77179,JRASERVER-71486,18,Bug,Low,Needs Triage,,2020-08-28 05:13:30,,,2020-09-23 10:50:31,,,0.0,0.0,0.0,
77180,JRASERVER-71485,18,Bug,Low,Needs Triage,,2020-08-28 01:35:10,,,2020-10-06 04:54:27,,,0.0,0.0,0.0,
77181,JRASERVER-71484,18,Suggestion,,Gathering Interest,,2020-08-27 15:42:11,,,2020-08-28 10:39:02,,,0.0,0.0,0.0,
77182,JRASERVER-71483,18,Suggestion,,Gathering Interest,,2020-08-27 15:33:21,,,2020-10-20 15:51:16,,,0.0,0.0,0.0,
77183,JRASERVER-71482,18,Suggestion,,Closed,Fixed,2020-08-27 10:24:48,,2020-08-27 10:25:26,2020-09-30 20:41:04,,,0.0,0.0,0.0,
77184,JRASERVER-71481,18,Suggestion,,Gathering Interest,,2020-08-26 23:17:41,,,2020-09-20 01:17:47,,,0.0,0.0,0.0,14659.0
77185,JRASERVER-71480,18,Suggestion,,Gathering Interest,,2020-08-26 20:52:41,,,2020-08-26 20:53:09,,,0.0,0.0,0.0,
77186,JRASERVER-71479,18,Bug,Low,Needs Triage,,2020-08-26 20:49:10,,,2020-09-23 11:54:35,,,0.0,0.0,0.0,
77187,JRASERVER-71478,18,Bug,Low,Closed,Fixed,2020-08-26 19:10:10,,2020-09-21 18:26:18,2020-09-21 18:26:18,,,9.0,26110.0,37396.0,45520.0
77188,JRASERVER-71477,18,Bug,Low,Needs Triage,,2020-08-26 16:25:39,,,2020-10-08 22:46:40,,,0.0,0.0,0.0,
77189,JRASERVER-71476,18,Bug,Low,Gathering Impact,,2020-08-26 15:10:02,,,2020-09-24 13:44:01,,,0.0,0.0,0.0,
77190,JRASERVER-71475,18,Bug,Low,Needs Triage,,2020-08-26 14:57:33,,,2020-09-18 13:11:55,,,0.0,0.0,0.0,
77191,JRASERVER-71474,18,Suggestion,,Gathering Interest,,2020-08-26 10:47:00,,,2020-08-26 10:47:53,,,0.0,0.0,0.0,
77192,JRASERVER-71473,18,Bug,Low,Gathering Impact,,2020-08-25 16:22:39,,,2020-10-21 23:00:43,,,0.0,0.0,0.0,
77193,JRASERVER-71472,18,Bug,Low,Needs Triage,,2020-08-25 16:20:44,,,2020-09-17 03:30:50,,,0.0,0.0,0.0,
77194,JRASERVER-71471,18,Suggestion,,Gathering Interest,,2020-08-25 05:44:37,,,2020-08-26 23:18:42,,,0.0,0.0,0.0,14659.0
77195,JRASERVER-71470,18,Suggestion,,Gathering Interest,,2020-08-24 21:23:31,,,2020-08-28 17:55:48,,,0.0,0.0,0.0,
77196,JRASERVER-71469,18,Suggestion,,Gathering Interest,,2020-08-24 16:41:24,,,2020-08-24 16:51:30,,,0.0,0.0,0.0,
77197,JRASERVER-71468,18,Suggestion,,Gathering Interest,,2020-08-24 16:41:01,,,2020-08-24 16:41:29,,,0.0,0.0,0.0,
77198,JRASERVER-71467,18,Suggestion,,Closed,Incorrectly Filed,2020-08-24 16:37:07,,2020-09-07 00:49:50,2020-09-07 00:49:50,,,0.0,0.0,19212.0,
77199,JRASERVER-71466,18,Suggestion,,Gathering Interest,,2020-08-24 15:56:21,,,2020-08-26 01:23:38,,,0.0,0.0,0.0,
77200,JRASERVER-71465,18,Bug,High,Closed,Fixed,2020-08-24 12:56:45,,2020-09-21 18:26:19,2020-10-14 09:43:59,,,665.0,15584.0,40649.0,45520.0
77201,JRASERVER-71464,18,Suggestion,,Gathering Interest,,2020-08-24 09:20:03,,,2020-08-25 01:14:01,,,0.0,0.0,0.0,
77202,JRASERVER-71463,18,Suggestion,,Gathering Interest,,2020-08-21 19:55:08,,,2020-08-21 21:55:42,,,0.0,0.0,0.0,
77203,JRASERVER-71462,18,Suggestion,,Gathering Interest,,2020-08-21 17:40:33,,,2020-08-21 17:40:33,,,0.0,0.0,0.0,
77204,JRASERVER-71461,18,Suggestion,,Gathering Interest,,2020-08-21 15:02:06,,,2020-10-08 09:54:30,,,0.0,0.0,0.0,
77205,JRASERVER-71460,18,Suggestion,,Gathering Interest,,2020-08-21 14:35:05,,,2020-08-21 14:35:05,,,0.0,0.0,0.0,
77206,JRASERVER-71459,18,Bug,Low,Closed,Duplicate,2020-08-21 14:15:15,,2020-09-07 07:49:47,2020-09-15 07:45:48,,,0.0,0.0,24094.0,
77207,JRASERVER-71458,18,Suggestion,,Gathering Interest,,2020-08-21 12:41:09,,,2020-08-21 12:41:09,,,0.0,0.0,0.0,
77208,JRASERVER-71457,18,Bug,Low,Needs Triage,,2020-08-20 11:31:32,,,2020-08-21 09:31:10,,,0.0,0.0,0.0,
77209,JRASERVER-71456,18,Suggestion,,Gathering Interest,,2020-08-20 04:20:14,,,2020-08-20 04:25:09,,,0.0,0.0,0.0,
77210,JRASERVER-71455,18,Suggestion,,Gathering Interest,,2020-08-19 23:06:45,,,2020-08-19 23:06:45,,,0.0,0.0,0.0,
77211,JRASERVER-71454,18,Suggestion,,Gathering Interest,,2020-08-19 14:55:33,,,2020-08-19 14:55:33,,,0.0,0.0,0.0,
77212,JRASERVER-71453,18,Suggestion,,Gathering Interest,,2020-08-19 10:36:13,,,2020-10-08 11:26:25,,,0.0,0.0,0.0,
77213,JRASERVER-71452,18,Suggestion,,Gathering Interest,,2020-08-18 23:21:30,,,2020-08-18 23:27:13,,,0.0,0.0,0.0,
77214,JRASERVER-71451,18,Suggestion,,Gathering Interest,,2020-08-18 18:20:04,,,2020-08-19 15:04:23,,,0.0,0.0,0.0,
77215,JRASERVER-71450,18,Suggestion,,Gathering Interest,,2020-08-18 18:20:04,,,2020-08-18 18:20:04,,,0.0,0.0,0.0,
77216,JRASERVER-71449,18,Suggestion,,Gathering Interest,,2020-08-18 16:48:33,,,2020-08-24 21:41:26,,,0.0,0.0,0.0,
77217,JRASERVER-71448,18,Bug,Low,Closed,Not a bug,2020-08-18 14:44:20,,2020-08-19 06:22:54,2020-10-16 16:03:59,,,0.0,0.0,938.0,
77218,JRASERVER-71447,18,Suggestion,,Gathering Interest,,2020-08-18 13:36:17,,,2020-09-30 11:04:18,,,0.0,0.0,0.0,
77219,JRASERVER-71446,18,Suggestion,,Gathering Interest,,2020-08-18 07:12:07,,,2020-08-18 07:12:30,,,0.0,0.0,0.0,
77220,JRASERVER-71445,18,Suggestion,,Gathering Interest,,2020-08-17 19:50:42,,,2020-08-17 23:08:11,,,0.0,0.0,0.0,
77221,JRASERVER-71444,18,Suggestion,,Gathering Interest,,2020-08-17 16:37:58,,,2020-09-29 09:12:47,,,0.0,0.0,0.0,
77222,JRASERVER-71443,18,Suggestion,,Gathering Interest,,2020-08-17 15:58:21,,,2020-08-17 15:58:21,,,0.0,0.0,0.0,
77223,JRASERVER-71442,18,Suggestion,,Gathering Interest,,2020-08-17 14:38:17,,,2020-08-17 14:39:48,,,0.0,0.0,0.0,
77224,JRASERVER-71441,18,Suggestion,,Gathering Interest,,2020-08-17 08:31:50,,,2020-08-17 08:31:50,,,0.0,0.0,0.0,14659.0
77225,JRASERVER-71440,18,Bug,Low,Needs Triage,,2020-08-13 18:36:10,,,2020-09-24 12:30:01,,,0.0,0.0,0.0,
77226,JRASERVER-71439,18,Suggestion,,Gathering Interest,,2020-08-14 21:38:23,,,2020-08-14 21:38:23,,,0.0,0.0,0.0,
77227,JRASERVER-71438,18,Suggestion,,Gathering Interest,,2020-08-14 20:59:21,,,2020-08-14 21:04:43,,,0.0,0.0,0.0,
77228,JRASERVER-71437,18,Bug,Low,Needs Triage,,2020-08-14 14:47:15,,,2020-08-18 08:10:37,,,0.0,0.0,0.0,
77229,JRASERVER-71436,18,Suggestion,,Gathering Interest,,2020-08-13 18:39:55,,,2020-08-13 18:39:55,,,0.0,0.0,0.0,
77230,JRASERVER-71435,18,Suggestion,,Gathering Interest,,2020-08-13 17:28:27,,,2020-08-13 17:28:53,,,0.0,0.0,0.0,
77231,JRASERVER-71434,18,Suggestion,,Closed,Fixed,2020-08-13 15:28:24,,2020-08-13 19:52:44,2020-08-13 19:52:44,,,0.0,0.0,264.0,45551.0
77232,JRASERVER-71433,18,Suggestion,,Gathering Interest,,2020-08-13 12:40:47,,,2020-09-16 01:25:09,,,0.0,0.0,0.0,
77233,JRASERVER-71432,18,Suggestion,,Gathering Interest,,2020-08-13 00:55:37,,,2020-08-13 00:55:37,,,0.0,0.0,0.0,
77234,JRASERVER-71431,18,Suggestion,,Gathering Interest,,2020-08-12 13:22:33,,,2020-08-12 13:22:33,,,0.0,0.0,0.0,
77235,JRASERVER-71430,18,Suggestion,,Gathering Interest,,2020-08-12 11:24:27,,,2020-10-14 01:21:37,,,0.0,0.0,0.0,
77236,JRASERVER-71429,18,Suggestion,,Gathering Interest,,2020-08-11 20:56:21,,,2020-08-11 20:59:40,,,0.0,0.0,0.0,14659.0
77237,JRASERVER-71428,18,Suggestion,,Gathering Interest,,2020-08-11 19:52:38,,,2020-08-11 21:10:47,,,0.0,0.0,0.0,
77238,JRASERVER-71427,18,Suggestion,,Gathering Interest,,2020-08-11 08:44:21,,,2020-08-11 08:44:21,,,0.0,0.0,0.0,
77239,JRASERVER-71426,18,Suggestion,,Gathering Interest,,2020-08-11 04:22:05,,,2020-08-11 04:23:25,,,0.0,0.0,0.0,
77240,JRASERVER-71425,18,Bug,Low,Short Term Backlog,,2020-08-10 21:04:23,,,2020-08-12 09:46:42,,,0.0,0.0,0.0,
77241,JRASERVER-71424,18,Bug,Low,Needs Triage,,2020-08-10 20:22:58,,,2020-08-18 08:12:30,,,0.0,0.0,0.0,
77242,JRASERVER-71423,18,Bug,Low,Closed,Fixed,2020-08-10 16:55:37,,2020-09-07 17:10:31,2020-09-07 17:10:31,,,6938.0,27427.0,40334.0,45559.0
77243,JRASERVER-71422,18,Suggestion,,Gathering Interest,,2020-08-10 15:30:51,,,2020-08-10 15:30:51,,,0.0,0.0,0.0,
77244,JRASERVER-71421,18,Bug,Low,Needs Triage,,2020-08-10 13:28:05,,,2020-08-24 17:49:38,,,0.0,0.0,0.0,
77245,JRASERVER-71420,18,Bug,High,Waiting for Release,,2020-08-10 12:47:22,,,2020-10-22 15:00:45,,,2910.0,0.0,0.0,45454.0
77246,JRASERVER-71419,18,Suggestion,,Closed,Fixed,2020-08-10 09:13:01,,2020-08-26 18:37:39,2020-08-26 18:37:39,,,2127.0,0.0,23604.0,45565.0
77247,JRASERVER-71418,18,Bug,Low,Gathering Impact,,2020-08-07 23:34:45,,,2020-08-08 03:00:48,,,0.0,0.0,0.0,
77248,JRASERVER-71417,18,Suggestion,,Gathering Interest,,2020-08-07 19:24:54,,,2020-09-06 01:28:18,,,0.0,0.0,0.0,14659.0
77249,JRASERVER-71415,18,Suggestion,,Gathering Interest,,2020-08-07 07:28:39,,,2020-08-07 07:28:39,,,0.0,0.0,0.0,
77250,JRASERVER-71414,18,Bug,Low,Closed,Fixed,2020-08-06 22:26:00,,2020-09-07 17:10:30,2020-09-07 17:10:30,,,0.0,28791.0,45764.0,45568.0
77251,JRASERVER-71413,18,Suggestion,,Gathering Interest,,2020-08-06 22:12:07,,,2020-08-08 01:16:37,,,0.0,0.0,0.0,
77252,JRASERVER-71412,18,Suggestion,,Gathering Interest,,2020-08-06 18:50:55,,,2020-09-25 21:22:10,,,0.0,0.0,0.0,
77253,JRASERVER-71411,18,Bug,Low,Gathering Impact,,2020-08-06 11:08:47,,,2020-09-25 21:11:38,,,0.0,0.0,0.0,
77254,JRASERVER-71410,18,Bug,Low,Needs Triage,,2020-08-06 10:12:51,,,2020-08-18 23:00:45,,,0.0,0.0,0.0,
77255,JRASERVER-71409,18,Suggestion,,Gathering Interest,,2020-08-06 07:51:36,,,2020-08-06 07:55:28,,,0.0,0.0,0.0,
77256,JRASERVER-71408,18,Bug,Low,Gathering Impact,,2020-08-05 22:23:31,,,2020-08-10 08:30:01,,,0.0,0.0,0.0,
77257,JRASERVER-71407,18,Suggestion,,Gathering Interest,,2020-08-05 20:35:12,,,2020-08-05 20:35:12,,,0.0,0.0,0.0,
77258,JRASERVER-71406,18,Bug,Low,Needs Triage,,2020-08-05 14:11:48,,,2020-09-24 04:00:39,,,0.0,0.0,0.0,
77259,JRASERVER-71405,18,Suggestion,,Gathering Interest,,2020-08-05 12:45:12,,,2020-08-05 12:45:12,,,0.0,0.0,0.0,
77260,JRASERVER-71404,18,Suggestion,,Gathering Interest,,2020-08-05 11:40:16,,,2020-08-05 11:40:16,,,0.0,0.0,0.0,
77261,JRASERVER-71402,18,Suggestion,,Gathering Interest,,2020-08-04 22:28:43,,,2020-09-10 14:27:41,,,0.0,0.0,0.0,
77262,JRASERVER-71401,18,Bug,Low,Needs Triage,,2020-08-04 18:24:28,,,2020-09-23 12:25:53,,,0.0,0.0,0.0,
77263,JRASERVER-71400,18,Suggestion,,Gathering Interest,,2020-08-04 18:21:08,,,2020-08-07 01:39:10,,,0.0,0.0,0.0,
77264,JRASERVER-71398,18,Suggestion,,Gathering Interest,,2020-08-04 18:11:13,,,2020-10-12 01:13:23,,,0.0,0.0,0.0,
77265,JRASERVER-71397,18,Bug,Low,Closed,Fixed,2020-08-04 17:58:21,,2020-08-18 14:43:48,2020-08-28 15:47:30,,,0.0,10148.0,19965.0,
77266,JRASERVER-71395,18,Bug,Low,Needs Triage,,2020-08-04 14:38:55,,,2020-09-29 01:23:15,,,0.0,0.0,0.0,
77267,JRASERVER-71394,18,Bug,Low,Needs Triage,,2020-08-04 14:08:23,,,2020-09-10 17:50:26,,,0.0,0.0,0.0,
77268,JRASERVER-71393,18,Bug,Low,Gathering Impact,,2020-08-04 11:53:56,,,2020-09-15 07:45:48,,,0.0,0.0,0.0,
77269,JRASERVER-71392,18,Bug,Low,Needs Triage,,2020-08-04 06:20:39,,,2020-08-10 13:45:09,,,0.0,0.0,0.0,
77270,JRASERVER-71391,18,Bug,Low,Needs Triage,,2020-07-31 22:47:40,,,2020-08-10 13:45:41,,,0.0,0.0,0.0,
77271,JRASERVER-71390,18,Bug,Low,Needs Triage,,2020-08-03 23:48:06,,,2020-08-18 08:30:25,,,0.0,0.0,0.0,
77272,JRASERVER-71389,18,Bug,Low,Closed,Fixed,2020-08-03 23:42:16,,2020-08-10 19:20:44,2020-10-20 05:38:05,,,0.0,9812.0,9818.0,
77273,JRASERVER-71388,18,Bug,Low,Closed,Fixed,2020-08-03 23:38:50,,2020-08-10 19:18:03,2020-09-21 02:10:13,,,0.0,9817.0,9819.0,
77274,JRASERVER-71387,18,Suggestion,,Gathering Interest,,2020-08-03 19:25:23,,,2020-08-03 19:26:27,,,0.0,0.0,0.0,14659.0
77275,JRASERVER-71386,18,Suggestion,,Gathering Interest,,2020-08-03 12:08:38,,,2020-08-03 12:08:38,,,0.0,0.0,0.0,14659.0
77276,JRASERVER-71385,18,Suggestion,,Gathering Interest,,2020-07-31 22:19:44,,,2020-08-03 01:07:24,,,0.0,0.0,0.0,
77277,JRASERVER-71384,18,Bug,Low,Needs Triage,,2020-07-31 16:23:25,,,2020-10-15 01:24:56,,,0.0,0.0,0.0,
77278,JRASERVER-71383,18,Bug,Low,Gathering Impact,,2020-07-31 13:23:13,,,2020-09-29 01:18:11,,,0.0,0.0,0.0,
77279,JRASERVER-71382,18,Bug,Low,Closed,Fixed,2020-07-31 08:20:41,,2020-08-26 18:37:46,2020-08-31 14:40:11,,,14416.0,38025.0,38057.0,45593.0
77280,JRASERVER-71381,18,Suggestion,,Gathering Interest,,2020-07-31 01:48:03,,,2020-10-13 18:57:39,,,0.0,0.0,0.0,
77281,JRASERVER-71380,18,Suggestion,,Gathering Interest,,2020-07-30 17:19:16,,,2020-07-30 17:19:16,,,0.0,0.0,0.0,
77282,JRASERVER-71379,18,Suggestion,,Gathering Interest,,2020-07-30 16:05:05,,,2020-08-07 05:07:42,,,0.0,0.0,0.0,
77283,JRASERVER-71378,18,Suggestion,,Gathering Interest,,2020-07-30 16:04:31,,,2020-07-30 16:06:05,,,0.0,0.0,0.0,
77284,JRASERVER-71377,18,Suggestion,,Gathering Interest,,2020-07-30 15:31:50,,,2020-07-30 15:31:50,,,0.0,0.0,0.0,
77285,JRASERVER-71376,18,Suggestion,,Gathering Interest,,2020-07-30 06:45:00,,,2020-07-30 06:45:49,,,0.0,0.0,0.0,
77286,JRASERVER-71375,18,Suggestion,,Gathering Interest,,2020-07-29 18:01:54,,,2020-07-29 18:03:54,,,0.0,0.0,0.0,45494.0
77287,JRASERVER-71374,18,Suggestion,,Gathering Interest,,2020-07-29 17:52:23,,,2020-07-29 17:52:23,,,0.0,0.0,0.0,
77288,JRASERVER-71373,18,Bug,Low,Closed,Won't Fix,2020-07-29 16:47:07,,2020-07-31 17:07:57,2020-09-02 11:43:53,,,0.0,0.0,2900.0,
77289,JRASERVER-71372,18,Suggestion,,Gathering Interest,,2020-07-29 16:28:11,,,2020-10-21 21:15:00,,,0.0,0.0,0.0,
77290,JRASERVER-71371,18,Suggestion,,Gathering Interest,,2020-07-29 14:06:23,,,2020-07-29 14:12:09,,,0.0,0.0,0.0,
77291,JRASERVER-71370,18,Suggestion,,Gathering Interest,,2020-07-29 12:02:45,,,2020-07-29 12:26:05,,,0.0,0.0,0.0,
77292,JRASERVER-71369,18,Bug,Low,Needs Triage,,2020-07-28 13:36:06,,,2020-08-18 09:03:51,,,0.0,0.0,0.0,
77293,JRASERVER-71368,18,Bug,Low,Closed,Fixed,2020-07-28 12:39:54,,2020-08-18 14:43:57,2020-08-18 14:43:57,,,0.0,25318.0,30364.0,45350.0
77294,JRASERVER-71367,18,Bug,Low,Gathering Impact,,2020-07-28 10:50:40,,,2020-08-21 14:52:39,,,0.0,0.0,0.0,
77295,JRASERVER-71366,18,Suggestion,,Gathering Interest,,2020-07-27 19:49:47,,,2020-07-31 01:37:18,,,0.0,0.0,0.0,
77296,JRASERVER-71365,18,Suggestion,,Gathering Interest,,2020-07-27 17:23:21,,,2020-07-31 01:43:46,,,0.0,0.0,0.0,
77297,JRASERVER-71364,18,Suggestion,,Gathering Interest,,2020-07-27 17:03:33,,,2020-10-15 15:42:21,,,0.0,0.0,0.0,
77298,JRASERVER-71363,18,Suggestion,,Gathering Interest,,2020-07-27 16:47:06,,,2020-07-27 16:49:50,,,0.0,0.0,0.0,
77299,JRASERVER-71362,18,Bug,Low,Needs Triage,,2020-07-27 16:45:27,,,2020-09-16 16:14:44,,,0.0,0.0,0.0,45606.0
77300,JRASERVER-71361,18,Suggestion,,Gathering Interest,,2020-07-27 15:09:25,,,2020-07-27 15:09:25,,,0.0,0.0,0.0,
77301,JRASERVER-71360,18,Bug,Low,Gathering Impact,,2020-07-27 14:50:10,,,2020-08-21 15:03:18,,,0.0,0.0,0.0,
77302,JRASERVER-71359,18,Suggestion,,Gathering Interest,,2020-07-27 11:13:02,,,2020-09-29 01:19:50,,,0.0,0.0,0.0,
77303,JRASERVER-71358,18,Bug,Low,Needs Triage,,2020-07-27 09:40:07,,,2020-10-20 19:00:48,,,0.0,0.0,0.0,
77304,JRASERVER-71357,18,Suggestion,,Gathering Interest,,2020-07-24 16:29:35,,,2020-10-07 14:13:46,,,0.0,0.0,0.0,
77305,JRASERVER-71355,18,Suggestion,,Gathering Interest,,2020-07-24 13:25:26,,,2020-07-24 13:26:22,,,0.0,0.0,0.0,
77306,JRASERVER-71354,18,Bug,Low,Needs Triage,,2020-07-24 09:37:39,,,2020-10-14 07:00:50,,,0.0,0.0,0.0,
77307,JRASERVER-71353,18,Suggestion,,Gathering Interest,,2020-07-24 00:52:48,,,2020-07-24 00:53:14,,,0.0,0.0,0.0,
77308,JRASERVER-71352,18,Bug,Medium,Gathering Impact,,2020-07-23 18:02:45,,,2020-10-21 18:22:25,,,0.0,0.0,0.0,
