ID,Issue_Key,Project_ID,Creation_Date,Estimation_Date,Type,Priority,Story_Point,estimated_duration_days,has_assignee,has_sprint,delay_days,task_risk_level
32644,APSTUD-4617,8,2012-04-05 12:58:05+00:00,2012-04-05 12:58:05+00:00,Technical task,Medium,5.0,,1,0,417.84342592592594,Critical
32645,APSTUD-4616,8,2012-04-05 12:56:34+00:00,2012-04-05 12:56:34+00:00,Technical task,Medium,13.0,,1,0,417.8419675925926,Critical
32646,APSTUD-4615,8,2012-04-05 12:50:09+00:00,2012-04-05 12:50:09+00:00,Technical task,High,13.0,,1,0,417.8456365740741,Critical
32647,APSTUD-4614,8,2012-04-05 12:47:52+00:00,2012-04-05 12:47:52+00:00,Technical task,High,20.0,,1,0,417.84876157407405,Critical
32650,APSTUD-4611,8,2012-04-04 12:50:58+00:00,2012-04-04 12:50:58+00:00,Improvement,High,8.0,,1,0,26.137569444444445,High
32651,APSTUD-4610,8,2012-04-04 12:48:46+00:00,2012-04-04 12:48:46+00:00,Improvement,High,8.0,,1,0,20.80273148148148,Medium
32657,APSTUD-4604,8,2012-04-03 11:43:55+00:00,2012-04-03 11:43:55+00:00,Improvement,Medium,8.0,,1,0,170.86287037037036,Critical
32661,APSTUD-4599,8,2012-04-02 10:57:27+00:00,2012-04-02 10:57:27+00:00,Bug,High,8.0,,1,0,2.1358564814814813,Low
32664,APSTUD-4596,8,2012-04-02 10:25:45+00:00,2012-04-02 10:25:45+00:00,Bug,Medium,5.0,,1,0,7.861863425925926,Medium
32666,APSTUD-4594,8,2012-04-02 09:11:45+00:00,2012-04-02 09:11:45+00:00,Bug,Medium,8.0,,1,0,106.40769675925925,Critical
32667,APSTUD-4593,8,2012-04-01 02:16:30+00:00,2012-04-01 02:16:30+00:00,Bug,High,0.0,,1,0,8.453229166666667,Medium
32670,APSTUD-4590,8,2012-03-30 09:06:44+00:00,2012-03-30 09:06:44+00:00,Improvement,Medium,13.0,,1,0,5.940717592592593,Medium
32673,APSTUD-4587,8,2012-03-29 20:11:38+00:00,2012-03-29 20:11:38+00:00,Bug,Medium,13.0,,1,0,165.39077546296295,Critical
32675,APSTUD-4585,8,2012-03-29 15:44:56+00:00,2012-03-29 15:44:56+00:00,Improvement,High,13.0,,1,0,26.657743055555557,High
32678,APSTUD-4582,8,2012-03-28 12:19:02+00:00,2012-03-28 12:19:02+00:00,Story,High,0.0,,1,0,561.5273032407407,Critical
32680,APSTUD-4580,8,2012-03-27 14:11:17+00:00,2012-03-27 14:11:17+00:00,Bug,High,13.0,,1,0,29.143715277777776,High
32687,APSTUD-4573,8,2012-03-25 08:47:51+00:00,2012-03-25 08:47:51+00:00,Bug,Medium,8.0,,1,0,65.10015046296296,High
32690,APSTUD-4570,8,2012-03-23 07:15:11+00:00,2012-03-23 07:15:11+00:00,Improvement,High,8.0,,1,0,13.032256944444445,Medium
32691,APSTUD-4569,8,2012-03-23 05:52:39+00:00,2012-03-23 05:52:39+00:00,Bug,Medium,3.0,,1,0,0.21883101851851852,Low
32693,APSTUD-4567,8,2012-03-23 05:28:19+00:00,2012-03-23 05:28:19+00:00,Bug,High,8.0,,1,0,774.6470370370371,Critical
32695,APSTUD-4565,8,2012-03-22 18:26:18+00:00,2012-03-22 18:26:18+00:00,Bug,High,8.0,,1,0,0.5444791666666666,Low
32696,APSTUD-4564,8,2012-03-22 16:04:54+00:00,2012-03-22 16:04:54+00:00,Bug,Medium,2.0,,1,0,88.08265046296296,High
32703,APSTUD-4556,8,2012-03-22 05:12:54+00:00,2012-03-22 05:12:54+00:00,Improvement,High,8.0,,1,0,76.36535879629629,High
32709,APSTUD-4549,8,2012-03-21 18:13:07+00:00,2012-03-21 18:13:07+00:00,Bug,Medium,5.0,,1,0,4.943587962962963,Low
32714,APSTUD-4543,8,2012-03-21 05:57:43+00:00,2012-03-21 05:57:43+00:00,Improvement,High,13.0,,1,0,13.634583333333333,Medium
32719,APSTUD-4538,8,2012-03-20 13:40:36+00:00,2012-03-20 13:40:36+00:00,Bug,High,5.0,,1,0,0.7740162037037037,Low
32721,APSTUD-4536,8,2012-03-20 12:58:05+00:00,2012-03-20 12:58:05+00:00,Bug,High,8.0,,1,0,1.8791898148148147,Low
32722,APSTUD-4535,8,2012-03-20 11:58:43+00:00,2012-03-20 11:58:43+00:00,Bug,High,8.0,,1,0,0.050451388888888886,Low
32732,APSTUD-4525,8,2012-03-19 13:13:41+00:00,2012-03-19 13:13:41+00:00,Bug,Critical,5.0,,1,0,0.8235763888888888,Low
32740,APSTUD-4517,8,2012-03-19 07:08:42+00:00,2012-03-19 07:08:42+00:00,Bug,Critical,13.0,,1,0,3.120960648148148,Low
32742,APSTUD-4515,8,2012-03-18 19:41:07+00:00,2012-03-18 19:41:07+00:00,Bug,High,3.0,,1,0,3.5976041666666667,Low
32744,APSTUD-4513,8,2012-03-17 11:20:53+00:00,2012-03-17 11:20:53+00:00,Bug,Medium,13.0,,1,0,165.1352777777778,Critical
32745,APSTUD-4512,8,2012-03-16 07:30:53+00:00,2012-03-16 07:30:53+00:00,Bug,High,8.0,,1,0,33.42866898148148,High
32749,APSTUD-4508,8,2012-03-16 00:39:48+00:00,2012-03-16 00:39:48+00:00,Bug,High,13.0,,1,0,65.81215277777778,High
32750,APSTUD-4507,8,2012-03-15 12:17:18+00:00,2012-03-15 12:17:18+00:00,Improvement,Medium,8.0,,1,0,22.16616898148148,Medium
32751,APSTUD-4506,8,2012-03-15 12:08:43+00:00,2012-03-15 12:08:43+00:00,Bug,Medium,5.0,,1,0,34.233460648148146,High
32752,APSTUD-4505,8,2012-03-15 11:58:20+00:00,2012-03-15 11:58:20+00:00,Bug,High,13.0,,1,0,1.7905902777777778,Low
32756,APSTUD-4501,8,2012-03-14 16:51:01+00:00,2012-03-14 16:51:01+00:00,Bug,High,3.0,,1,0,7.714988425925926,Medium
32761,APSTUD-4496,8,2012-03-14 07:25:30+00:00,2012-03-14 07:25:30+00:00,Bug,High,2.0,,1,0,32.96724537037037,High
32764,APSTUD-4493,8,2012-03-13 17:40:25+00:00,2012-03-13 17:40:25+00:00,Bug,Critical,8.0,,1,0,5.086967592592592,Low
32767,APSTUD-4489,8,2012-03-13 12:56:19+00:00,2012-03-13 12:56:19+00:00,Improvement,High,8.0,,1,0,24.14866898148148,Medium
32768,APSTUD-4488,8,2012-03-13 12:28:30+00:00,2012-03-13 12:28:30+00:00,Improvement,Medium,3.0,,1,0,6.074664351851852,Medium
32769,APSTUD-4487,8,2012-03-13 12:21:43+00:00,2012-03-13 12:21:43+00:00,Bug,High,5.0,,1,0,1.2697106481481482,Low
32770,APSTUD-4486,8,2012-03-13 12:19:37+00:00,2012-03-13 12:19:37+00:00,Bug,High,5.0,,1,0,0.06890046296296297,Low
32771,APSTUD-4485,8,2012-03-13 12:15:09+00:00,2012-03-13 12:15:09+00:00,Bug,High,3.0,,1,0,0.07299768518518518,Low
32776,APSTUD-4479,8,2012-03-11 17:10:17+00:00,2012-03-11 17:10:17+00:00,Bug,Medium,8.0,,1,0,38.06759259259259,High
32779,APSTUD-4476,8,2012-03-11 09:02:10+00:00,2012-03-11 09:02:10+00:00,Bug,High,8.0,,1,0,2.3849537037037036,Low
32780,APSTUD-4475,8,2012-03-11 04:15:22+00:00,2012-03-11 04:15:22+00:00,Improvement,Medium,3.0,,1,0,23.71230324074074,Medium
32782,APSTUD-4473,8,2012-03-10 08:12:09+00:00,2012-03-10 08:12:09+00:00,Bug,Medium,8.0,,1,0,51.24665509259259,High
32783,APSTUD-4472,8,2012-03-09 08:10:59+00:00,2012-03-09 08:10:59+00:00,Improvement,Medium,13.0,,1,0,109.3478587962963,Critical
32786,APSTUD-4469,8,2012-03-08 06:49:52+00:00,2012-03-08 06:49:52+00:00,Story,High,8.0,,1,0,1.1790277777777778,Low
32791,APSTUD-4464,8,2012-03-07 14:15:11+00:00,2012-03-07 14:15:11+00:00,Technical task,Medium,13.0,,1,0,83.81271990740741,High
32792,APSTUD-4463,8,2012-03-07 14:13:49+00:00,2012-03-07 14:13:49+00:00,Technical task,Medium,8.0,,1,0,37.04017361111111,High
32793,APSTUD-4462,8,2012-03-07 14:10:54+00:00,2012-03-07 14:10:54+00:00,Technical task,Medium,8.0,,1,0,36.01671296296296,High
32795,APSTUD-4460,8,2012-03-07 13:59:30+00:00,2012-03-07 13:59:30+00:00,Story,Medium,0.0,,1,0,83.82674768518518,High
32799,APSTUD-4456,8,2012-03-07 12:14:12+00:00,2012-03-07 12:14:12+00:00,Improvement,Medium,8.0,,1,0,35.126215277777774,High
32800,APSTUD-4455,8,2012-03-07 11:13:13+00:00,2012-03-07 11:13:13+00:00,Improvement,Medium,13.0,,1,0,421.16875,Critical
32803,APSTUD-4452,8,2012-03-06 09:40:33+00:00,2012-03-06 09:40:33+00:00,Improvement,Low,3.0,,1,0,2.0707407407407405,Low
32804,APSTUD-4451,8,2012-03-06 08:59:33+00:00,2012-03-06 08:59:33+00:00,Improvement,High,5.0,,1,0,5.926400462962963,Medium
32805,APSTUD-4450,8,2012-03-06 07:58:41+00:00,2012-03-06 07:58:41+00:00,Story,Medium,8.0,,1,0,55.186342592592595,High
32807,APSTUD-4448,8,2012-03-05 13:13:20+00:00,2012-03-05 13:13:20+00:00,Story,High,8.0,,1,0,2.7350810185185184,Low
32808,APSTUD-4447,8,2012-03-05 04:24:54+00:00,2012-03-05 04:24:54+00:00,Epic,High,0.0,,1,0,449.20056712962963,Critical
32811,APSTUD-4444,8,2012-03-02 17:32:35+00:00,2012-03-02 17:32:35+00:00,Improvement,High,8.0,,1,0,9.589965277777777,Medium
32814,APSTUD-4441,8,2012-03-02 10:42:08+00:00,2012-03-02 10:42:08+00:00,Bug,High,8.0,,1,0,9.987337962962963,Medium
32815,APSTUD-4440,8,2012-03-02 06:42:08+00:00,2012-03-02 06:42:08+00:00,Improvement,Medium,5.0,,1,0,6.123298611111111,Medium
32818,APSTUD-4436,8,2012-03-01 08:13:35+00:00,2012-03-01 08:13:35+00:00,Bug,High,3.0,,1,0,22.208159722222224,Medium
32826,APSTUD-4427,8,2012-02-26 03:59:03+00:00,2012-02-26 03:59:03+00:00,Bug,High,5.0,,1,0,10.507002314814814,Medium
32833,APSTUD-4420,8,2012-02-23 23:37:43+00:00,2012-02-23 23:37:43+00:00,Bug,Medium,8.0,,1,0,5.3556944444444445,Low
32834,APSTUD-4419,8,2012-02-23 23:36:09+00:00,2012-02-23 23:36:09+00:00,Bug,Medium,2.0,,1,0,4.615914351851852,Low
32835,APSTUD-4418,8,2012-02-23 12:54:24+00:00,2012-02-23 12:54:24+00:00,Bug,High,5.0,,1,0,0.9847222222222223,Low
32838,APSTUD-4414,8,2012-02-22 13:11:51+00:00,2012-02-22 13:11:51+00:00,Bug,High,8.0,,1,0,21.151481481481483,Medium
32839,APSTUD-4413,8,2012-02-22 09:48:25+00:00,2012-02-22 09:48:25+00:00,Bug,High,5.0,,1,0,5.264097222222222,Low
32840,APSTUD-4412,8,2012-02-22 09:43:51+00:00,2012-02-22 09:43:51+00:00,Bug,High,5.0,,1,0,5.227569444444445,Low
32841,APSTUD-4411,8,2012-02-22 07:11:45+00:00,2012-02-22 07:11:45+00:00,Bug,High,3.0,,1,0,61.133402777777775,High
32842,APSTUD-4410,8,2012-02-22 05:42:40+00:00,2012-02-22 05:42:40+00:00,Improvement,High,13.0,,1,0,44.34375,High
32843,APSTUD-4409,8,2012-02-21 12:07:04+00:00,2012-02-21 12:07:04+00:00,Improvement,High,13.0,,1,0,55.09701388888889,High
32844,APSTUD-4408,8,2012-02-21 06:08:35+00:00,2012-02-21 06:08:35+00:00,Story,Medium,8.0,,1,0,42.63427083333333,High
32846,APSTUD-4406,8,2012-02-19 09:55:39+00:00,2012-02-19 09:55:39+00:00,Improvement,High,13.0,,1,0,14.991817129629629,Medium
32851,APSTUD-4401,8,2012-02-17 12:48:13+00:00,2012-02-17 12:48:13+00:00,Technical task,Medium,3.0,,1,0,9.953368055555556,Medium
32852,APSTUD-4400,8,2012-02-17 12:47:01+00:00,2012-02-17 12:47:01+00:00,Technical task,High,13.0,,1,0,5.790486111111111,Medium
32853,APSTUD-4399,8,2012-02-17 12:45:56+00:00,2012-02-17 12:45:56+00:00,Technical task,Medium,5.0,,1,0,6.922349537037037,Medium
32856,APSTUD-4396,8,2012-02-16 19:12:19+00:00,2012-02-16 19:12:19+00:00,Bug,High,8.0,,1,0,10.858078703703704,Medium
32857,APSTUD-4395,8,2012-02-16 09:52:52+00:00,2012-02-16 09:52:52+00:00,Improvement,High,5.0,,1,0,12.232141203703703,Medium
32862,APSTUD-4390,8,2012-02-15 15:48:45+00:00,2012-02-15 15:48:45+00:00,Technical task,Medium,13.0,,1,0,152.60407407407408,Critical
32863,APSTUD-4389,8,2012-02-15 15:45:14+00:00,2012-02-15 15:45:14+00:00,Technical task,High,20.0,,1,0,33.60587962962963,High
32864,APSTUD-4388,8,2012-02-15 14:57:05+00:00,2012-02-15 14:57:05+00:00,Improvement,High,13.0,,1,0,50.72091435185185,High
32866,APSTUD-4386,8,2012-02-15 13:04:51+00:00,2012-02-15 13:04:51+00:00,Technical task,High,8.0,,1,0,18.93224537037037,Medium
32867,APSTUD-4385,8,2012-02-15 09:30:08+00:00,2012-02-15 09:30:08+00:00,Bug,High,5.0,,1,0,28.97644675925926,High
32871,APSTUD-4381,8,2012-02-14 11:00:58+00:00,2012-02-14 11:00:58+00:00,Bug,High,8.0,,1,0,21.053159722222222,Medium
32873,APSTUD-4379,8,2012-02-14 07:54:16+00:00,2012-02-14 07:54:16+00:00,Bug,High,13.0,,1,0,1.3202777777777779,Low
32874,APSTUD-4378,8,2012-02-14 07:04:17+00:00,2012-02-14 07:04:17+00:00,Story,High,5.0,,1,0,34.97309027777778,High
32875,APSTUD-4377,8,2012-02-13 16:46:37+00:00,2012-02-13 16:46:37+00:00,Bug,High,3.0,,1,0,24.70741898148148,High
32878,APSTUD-4374,8,2012-02-13 10:10:53+00:00,2012-02-13 10:10:53+00:00,Technical task,High,8.0,,1,0,1.1001041666666667,Low
32879,APSTUD-4373,8,2012-02-13 10:09:06+00:00,2012-02-13 10:09:06+00:00,Technical task,Medium,13.0,,1,0,2.145613425925926,Low
32884,APSTUD-4368,8,2012-02-13 08:26:01+00:00,2012-02-13 08:26:01+00:00,Story,High,2.0,,1,0,73.4190625,High
32889,APSTUD-4363,8,2012-02-10 23:24:21+00:00,2012-02-10 23:24:21+00:00,Improvement,High,8.0,,1,0,53.4890625,High
32890,APSTUD-4362,8,2012-02-10 23:23:13+00:00,2012-02-10 23:23:13+00:00,Improvement,High,8.0,,1,0,55.58128472222222,High
32891,APSTUD-4361,8,2012-02-10 23:22:03+00:00,2012-02-10 23:22:03+00:00,Story,High,8.0,,1,0,5.613125,Medium
32893,APSTUD-4359,8,2012-02-10 09:01:05+00:00,2012-02-10 09:01:05+00:00,Bug,High,5.0,,1,0,0.26533564814814814,Low
32895,APSTUD-4357,8,2012-02-09 15:49:16+00:00,2012-02-09 15:49:16+00:00,Story,High,13.0,,1,0,39.620127314814816,High
32896,APSTUD-4356,8,2012-02-09 14:20:56+00:00,2012-02-09 14:20:56+00:00,Bug,Medium,13.0,,1,0,62.995416666666664,High
32898,APSTUD-4354,8,2012-02-09 09:01:28+00:00,2012-02-09 09:01:28+00:00,Improvement,High,13.0,,1,0,343.21225694444445,Critical
32899,APSTUD-4353,8,2012-02-08 09:59:48+00:00,2012-02-08 09:59:48+00:00,Bug,Medium,0.0,,1,0,119.21561342592592,Critical
32901,APSTUD-4350,8,2012-02-08 08:26:38+00:00,2012-02-08 08:26:38+00:00,Bug,High,8.0,,1,0,1.3432060185185186,Low
32904,APSTUD-4346,8,2012-02-07 13:49:59+00:00,2012-02-07 13:49:59+00:00,Story,Medium,0.0,,1,0,70.98076388888889,High
32907,APSTUD-4342,8,2012-02-07 00:49:08+00:00,2012-02-07 00:49:08+00:00,Bug,High,13.0,,1,0,33.343333333333334,High
32914,APSTUD-4335,8,2012-02-06 06:16:36+00:00,2012-02-06 06:16:36+00:00,Bug,Medium,5.0,,1,0,80.43346064814814,High
32918,APSTUD-4330,8,2012-02-05 10:45:48+00:00,2012-02-05 10:45:48+00:00,Bug,Low,1.0,,1,0,1.2056944444444444,Low
32919,APSTUD-4329,8,2012-02-05 10:26:03+00:00,2012-02-05 10:26:03+00:00,Bug,Medium,5.0,,1,0,36.96244212962963,High
32920,APSTUD-4328,8,2012-02-03 13:57:44+00:00,2012-02-03 13:57:44+00:00,Bug,Critical,13.0,,1,0,2.895162037037037,Low
32921,APSTUD-4327,8,2012-02-03 12:48:38+00:00,2012-02-03 12:48:38+00:00,Bug,High,5.0,,1,0,5.0821875,Low
32923,APSTUD-4325,8,2012-02-03 12:13:38+00:00,2012-02-03 12:13:38+00:00,Technical task,High,13.0,,1,0,27.832592592592594,High
32925,APSTUD-4322,8,2012-02-03 09:33:44+00:00,2012-02-03 09:33:44+00:00,Bug,Medium,3.0,,1,0,84.29854166666667,High
32928,APSTUD-4318,8,2012-02-03 07:34:23+00:00,2012-02-03 07:34:23+00:00,Bug,High,13.0,,1,0,6.247106481481482,Medium
32935,APSTUD-4311,8,2012-02-02 09:18:29+00:00,2012-02-02 09:18:29+00:00,Story,High,13.0,,1,0,96.03746527777778,High
32937,APSTUD-4309,8,2012-02-01 09:53:36+00:00,2012-02-01 09:53:36+00:00,Improvement,High,8.0,,1,0,14.056909722222223,Medium
32944,APSTUD-4302,8,2012-01-31 09:53:10+00:00,2012-01-31 09:53:10+00:00,Improvement,High,8.0,,1,0,50.1234375,High
32945,APSTUD-4301,8,2012-01-31 09:50:25+00:00,2012-01-31 09:50:25+00:00,Bug,High,8.0,,1,0,14.120034722222222,Medium
32946,APSTUD-4300,8,2012-01-31 09:20:58+00:00,2012-01-31 09:20:58+00:00,Improvement,Low,8.0,,1,0,14.090578703703704,Medium
32948,APSTUD-4298,8,2012-01-31 07:45:57+00:00,2012-01-31 07:45:57+00:00,Improvement,High,8.0,,1,0,2.1361458333333334,Low
32954,APSTUD-4292,8,2012-01-30 09:16:15+00:00,2012-01-30 09:16:15+00:00,Improvement,Medium,8.0,,1,0,1.2721412037037036,Low
32957,APSTUD-4289,8,2012-01-30 08:55:47+00:00,2012-01-30 08:55:47+00:00,Bug,High,8.0,,1,0,45.22788194444445,High
32961,APSTUD-4285,8,2012-01-27 07:13:11+00:00,2012-01-27 07:13:11+00:00,Technical task,Critical,20.0,,1,0,6.160347222222223,Medium
32964,APSTUD-4282,8,2012-01-26 14:54:23+00:00,2012-01-26 14:54:23+00:00,Story,Medium,40.0,,1,0,7.9685648148148145,Medium
32965,APSTUD-4281,8,2012-01-26 14:41:55+00:00,2012-01-26 14:41:55+00:00,Story,Critical,40.0,,1,0,4.891655092592592,Low
32971,APSTUD-4275,8,2012-01-25 07:12:03+00:00,2012-01-25 07:12:03+00:00,Bug,High,0.0,,1,0,27.617766203703702,High
32973,APSTUD-4272,8,2012-01-25 05:16:03+00:00,2012-01-25 05:16:03+00:00,Bug,Medium,21.0,,1,0,1.1673958333333334,Low
32975,APSTUD-4270,8,2012-01-24 13:52:18+00:00,2012-01-24 13:52:18+00:00,Bug,Medium,3.0,,1,0,51.02215277777778,High
32976,APSTUD-4269,8,2012-01-24 11:51:49+00:00,2012-01-24 11:51:49+00:00,Bug,High,8.0,,1,0,1.9179282407407408,Low
32977,APSTUD-4268,8,2012-01-22 00:18:31+00:00,2012-01-22 00:18:31+00:00,Bug,Medium,13.0,,1,0,47.594224537037036,High
32978,APSTUD-4267,8,2012-01-24 00:33:47+00:00,2012-01-24 00:33:47+00:00,Bug,Medium,5.0,,1,0,188.33498842592593,Critical
32988,APSTUD-4257,8,2012-01-23 13:51:12+00:00,2012-01-23 13:51:12+00:00,Technical task,High,13.0,,1,0,5.826793981481481,Medium
32996,APSTUD-4247,8,2012-01-20 15:43:01+00:00,2012-01-20 15:43:01+00:00,Bug,High,8.0,,1,0,173.07957175925927,Critical
32997,APSTUD-4246,8,2012-01-20 14:14:54+00:00,2012-01-20 14:14:54+00:00,Improvement,High,13.0,,1,0,11.72738425925926,Medium
32998,APSTUD-4245,8,2012-01-20 14:14:35+00:00,2012-01-20 14:14:35+00:00,Improvement,Low,8.0,,1,0,11.72832175925926,Medium
33001,APSTUD-4242,8,2012-01-20 11:13:33+00:00,2012-01-20 11:13:33+00:00,Story,Medium,2.0,,1,0,54.787453703703704,High
33002,APSTUD-4241,8,2012-01-20 11:13:23+00:00,2012-01-20 11:13:23+00:00,Story,High,2.0,,1,0,0.042708333333333334,Low
33003,APSTUD-4240,8,2012-01-20 11:13:14+00:00,2012-01-20 11:13:14+00:00,Story,High,2.0,,1,0,2.857685185185185,Low
33004,APSTUD-4239,8,2012-01-20 11:13:05+00:00,2012-01-20 11:13:05+00:00,Story,High,2.0,,1,0,3.051898148148148,Low
33005,APSTUD-4238,8,2012-01-20 11:12:55+00:00,2012-01-20 11:12:55+00:00,Story,High,2.0,,1,0,3.0372453703703703,Low
33006,APSTUD-4237,8,2012-01-20 11:11:45+00:00,2012-01-20 11:11:45+00:00,Story,High,2.0,,1,0,3.8693981481481483,Low
33007,APSTUD-4236,8,2012-01-20 11:11:25+00:00,2012-01-20 11:11:25+00:00,Story,High,2.0,,1,0,2.855185185185185,Low
33008,APSTUD-4235,8,2012-01-20 11:11:13+00:00,2012-01-20 11:11:13+00:00,Story,High,2.0,,1,0,2.854722222222222,Low
33009,APSTUD-4234,8,2012-01-20 11:10:57+00:00,2012-01-20 11:10:57+00:00,Story,High,2.0,,1,0,2.899236111111111,Low
33010,APSTUD-4233,8,2012-01-20 11:10:39+00:00,2012-01-20 11:10:39+00:00,Story,High,2.0,,1,0,3.033263888888889,Low
33011,APSTUD-4232,8,2012-01-20 11:09:42+00:00,2012-01-20 11:09:42+00:00,Story,High,2.0,,1,0,0.04513888888888889,Low
33012,APSTUD-4231,8,2012-01-20 11:09:26+00:00,2012-01-20 11:09:26+00:00,Story,High,2.0,,1,0,3.096423611111111,Low
33013,APSTUD-4230,8,2012-01-20 11:09:10+00:00,2012-01-20 11:09:10+00:00,Story,High,2.0,,1,0,54.83108796296296,High
33014,APSTUD-4229,8,2012-01-20 11:01:00+00:00,2012-01-20 11:01:00+00:00,Story,High,2.0,,1,0,3.9816203703703703,Low
33015,APSTUD-4228,8,2012-01-20 11:00:43+00:00,2012-01-20 11:00:43+00:00,Story,High,2.0,,1,0,2.852511574074074,Low
33016,APSTUD-4227,8,2012-01-20 11:00:32+00:00,2012-01-20 11:00:32+00:00,Story,High,2.0,,1,0,54.79392361111111,High
33017,APSTUD-4226,8,2012-01-20 11:00:22+00:00,2012-01-20 11:00:22+00:00,Story,High,2.0,,1,0,2.8427430555555557,Low
33018,APSTUD-4225,8,2012-01-20 11:00:11+00:00,2012-01-20 11:00:11+00:00,Story,High,2.0,,1,0,3.034178240740741,Low
33019,APSTUD-4224,8,2012-01-20 11:00:00+00:00,2012-01-20 11:00:00+00:00,Story,High,2.0,,1,0,2.9016203703703702,Low
33020,APSTUD-4223,8,2012-01-20 10:59:49+00:00,2012-01-20 10:59:49+00:00,Story,High,2.0,,1,0,0.050555555555555555,Low
33021,APSTUD-4222,8,2012-01-20 10:59:37+00:00,2012-01-20 10:59:37+00:00,Story,High,2.0,,1,0,2.838252314814815,Low
33022,APSTUD-4221,8,2012-01-20 10:59:23+00:00,2012-01-20 10:59:23+00:00,Story,High,2.0,,1,0,66.00638888888889,High
33023,APSTUD-4220,8,2012-01-20 10:59:10+00:00,2012-01-20 10:59:10+00:00,Story,High,2.0,,1,0,0.04988425925925926,Low
33024,APSTUD-4219,8,2012-01-20 10:58:59+00:00,2012-01-20 10:58:59+00:00,Story,High,2.0,,1,0,0.04984953703703704,Low
33025,APSTUD-4218,8,2012-01-20 10:58:46+00:00,2012-01-20 10:58:46+00:00,Story,High,2.0,,1,0,0.050347222222222224,Low
33026,APSTUD-4217,8,2012-01-20 10:58:36+00:00,2012-01-20 10:58:36+00:00,Story,High,2.0,,1,0,0.05195601851851852,Low
33027,APSTUD-4216,8,2012-01-20 10:58:24+00:00,2012-01-20 10:58:24+00:00,Story,High,2.0,,1,0,0.05099537037037037,Low
33028,APSTUD-4215,8,2012-01-20 10:58:11+00:00,2012-01-20 10:58:11+00:00,Story,High,2.0,,1,0,0.05103009259259259,Low
33029,APSTUD-4214,8,2012-01-20 10:57:58+00:00,2012-01-20 10:57:58+00:00,Story,High,2.0,,1,0,0.052175925925925924,Low
33030,APSTUD-4213,8,2012-01-20 10:57:35+00:00,2012-01-20 10:57:35+00:00,Story,High,2.0,,1,0,54.806354166666665,High
33031,APSTUD-4212,8,2012-01-20 10:22:51+00:00,2012-01-20 10:22:51+00:00,Story,High,2.0,,1,0,54.792743055555555,High
33042,APSTUD-4198,8,2012-01-19 09:51:12+00:00,2012-01-19 09:51:12+00:00,Story,High,8.0,,1,0,32.83866898148148,High
33047,APSTUD-4193,8,2012-01-19 09:42:47+00:00,2012-01-19 09:42:47+00:00,Story,Medium,13.0,,1,0,217.35966435185185,Critical
33050,APSTUD-4189,8,2012-01-19 09:40:02+00:00,2012-01-19 09:40:02+00:00,Improvement,High,20.0,,1,0,35.036828703703705,High
33051,APSTUD-4188,8,2012-01-19 09:39:27+00:00,2012-01-19 09:39:27+00:00,Story,High,0.0,,1,0,51.96905092592593,High
33054,APSTUD-4185,8,2012-01-19 08:07:48+00:00,2012-01-19 08:07:48+00:00,Bug,High,8.0,,1,0,4.266712962962963,Low
33055,APSTUD-4184,8,2012-01-19 06:24:46+00:00,2012-01-19 06:24:46+00:00,Bug,High,8.0,,1,0,4.943009259259259,Low
33056,APSTUD-4183,8,2012-01-19 05:56:20+00:00,2012-01-19 05:56:20+00:00,Story,Critical,20.0,,1,0,8.052430555555556,Medium
33060,APSTUD-4179,8,2012-01-18 16:29:23+00:00,2012-01-18 16:29:23+00:00,Bug,Medium,13.0,,1,0,13.818449074074074,Medium
33061,APSTUD-4178,8,2012-01-18 13:50:02+00:00,2012-01-18 13:50:02+00:00,Bug,High,5.0,,1,0,2.029236111111111,Low
33064,APSTUD-4175,8,2012-01-18 09:32:14+00:00,2012-01-18 09:32:14+00:00,Bug,Low,5.0,,1,0,21.193599537037038,Medium
33069,APSTUD-4170,8,2012-01-17 02:30:59+00:00,2012-01-17 02:30:59+00:00,Bug,High,3.0,,1,0,3.5939467592592593,Low
33086,APSTUD-4152,8,2012-01-12 09:13:13+00:00,2012-01-12 09:13:13+00:00,Bug,High,5.0,,1,0,85.20930555555556,High
33092,APSTUD-4145,8,2012-01-11 15:43:42+00:00,2012-01-11 15:43:42+00:00,Bug,Medium,2.0,,1,0,0.9608217592592593,Low
33095,APSTUD-4142,8,2012-01-11 14:49:20+00:00,2012-01-11 14:49:20+00:00,Bug,Medium,1.0,,1,0,5.92056712962963,Medium
33098,APSTUD-4139,8,2012-01-11 08:45:08+00:00,2012-01-11 08:45:08+00:00,Bug,High,8.0,,1,0,128.03818287037038,Critical
33107,APSTUD-4130,8,2012-01-10 11:56:10+00:00,2012-01-10 11:56:10+00:00,Bug,Medium,5.0,,1,0,218.3289699074074,Critical
33108,APSTUD-4129,8,2012-01-10 10:36:43+00:00,2012-01-10 10:36:43+00:00,Bug,Medium,8.0,,1,0,159.90119212962964,Critical
33110,APSTUD-4127,8,2012-01-10 09:29:59+00:00,2012-01-10 09:29:59+00:00,Bug,Medium,1.0,,1,0,13.9484375,Medium
33116,APSTUD-4121,8,2012-01-10 09:10:36+00:00,2012-01-10 09:10:36+00:00,Bug,Medium,5.0,,1,0,100.13817129629629,High
