project_id,snapshot_date,project_age_days,total_tasks,completed_tasks,pending_tasks,completion_percentage,transition_count,reassignment_count,reopen_count,updated_by_count,assignee_count,critical_task_count,high_priority_task_count,bug_count,story_count,future_completed_30d,future_delayed_30d,future_delayed_rate,dynamic_risk_level
10037,2023-01-03 13:18:05+00:00,6720.0,6586,2925.0,3661.0,44.4123899180079,20725,5064,1103,31039,8749,440,2792,3068,61,31.0,2.0,0.06451612903225806,Medium
10037,2023-01-10 13:18:05+00:00,6727.0,6596,2926.0,3670.0,44.360218314129774,20761,5078,1103,31070,8762,440,2792,3070,61,35.0,2.0,0.05714285714285714,Medium
10037,2023-01-17 13:18:05+00:00,6734.0,6605,2932.0,3673.0,44.39061317183952,20788,5095,1103,31089,8771,440,2792,3071,61,30.0,1.0,0.03333333333333333,Medium
10037,2023-01-24 13:18:05+00:00,6741.0,6614,2946.0,3668.0,44.541880858784396,20818,5110,1103,31129,8784,440,2792,3072,61,25.0,1.0,0.04,Medium
10037,2023-01-31 13:18:05+00:00,6748.0,6618,2953.0,3665.0,44.62073133877305,20839,5118,1104,31159,8790,440,2793,3074,61,32.0,1.0,0.03125,Medium
10037,2023-02-07 13:18:05+00:00,6755.0,6629,2961.0,3668.0,44.66737064413939,20856,5125,1104,31182,8796,440,2794,3077,61,36.0,2.0,0.05555555555555555,Medium
10037,2023-02-14 13:18:05+00:00,6762.0,6633,2961.0,3672.0,44.640434192673,20863,5130,1104,31207,8799,441,2794,3080,61,43.0,2.0,0.046511627906976744,Medium
10037,2023-02-21 13:18:05+00:00,6769.0,6647,2968.0,3679.0,44.651722581615765,20897,5141,1104,31247,8812,441,2794,3081,61,39.0,2.0,0.05128205128205128,Medium
10037,2023-02-28 13:18:05+00:00,6776.0,6658,2977.0,3681.0,44.713127065184736,20925,5149,1104,31282,8820,441,2795,3081,62,33.0,2.0,0.06060606060606061,Medium
10037,2023-03-07 13:18:05+00:00,6783.0,6672,2993.0,3679.0,44.85911270983213,20964,5158,1104,31322,8836,441,2795,3083,62,17.0,0.0,0.0,Low
10037,2023-03-14 13:18:05+00:00,6790.0,6675,3001.0,3674.0,44.95880149812734,20980,5162,1105,31344,8839,441,2796,3086,62,9.0,0.0,0.0,Low
10037,2023-03-21 13:18:05+00:00,6797.0,6684,3006.0,3678.0,44.97307001795332,21016,5175,1106,31375,8849,441,2796,3086,62,4.0,0.0,0.0,Low
10037,2023-10-03 13:18:05+00:00,6993.0,6859,3010.0,3849.0,43.88394809739029,21508,5339,1114,31916,9009,441,2804,3126,69,15.0,0.0,0.0,Low
10037,2023-10-10 13:18:05+00:00,7000.0,6859,3010.0,3849.0,43.88394809739029,21508,5339,1114,31916,9009,441,2804,3126,69,18.0,1.0,0.05555555555555555,Medium
10037,2023-10-17 13:18:05+00:00,7007.0,6867,3010.0,3857.0,43.83282364933741,21527,5345,1114,31944,9016,441,2804,3127,69,23.0,3.0,0.13043478260869565,Medium
10037,2023-10-24 13:18:05+00:00,7014.0,6880,3010.0,3870.0,43.75,21572,5360,1114,31982,9030,441,2804,3129,69,32.0,3.0,0.09375,Medium
10037,2023-10-31 13:18:05+00:00,7021.0,6885,3019.0,3866.0,43.84894698620189,21590,5362,1114,31993,9032,441,2804,3129,69,24.0,4.0,0.16666666666666666,High
10037,2023-11-07 13:18:05+00:00,7028.0,6889,3025.0,3864.0,43.910582087385684,21602,5365,1114,32003,9035,441,2804,3129,69,19.0,4.0,0.21052631578947367,High
10037,2023-11-14 13:18:05+00:00,7035.0,6894,3030.0,3864.0,43.95126196692776,21632,5368,1114,32011,9038,441,2804,3131,72,19.0,3.0,0.15789473684210525,High
10037,2023-11-21 13:18:05+00:00,7042.0,6897,3038.0,3859.0,44.048136871103374,21649,5372,1114,32027,9042,443,2804,3132,72,14.0,1.0,0.07142857142857142,Medium
10037,2023-11-28 13:18:05+00:00,7049.0,6900,3043.0,3857.0,44.10144927536232,21657,5373,1114,32037,9044,443,2804,3134,72,9.0,0.0,0.0,Low
10037,2023-12-05 13:18:05+00:00,7056.0,6909,3044.0,3865.0,44.05847445361123,21694,5377,1114,32071,9049,443,2804,3134,78,8.0,0.0,0.0,Low
10037,2023-12-12 13:18:05+00:00,7063.0,6915,3048.0,3867.0,44.07809110629067,21713,5379,1114,32086,9056,443,2804,3136,78,4.0,0.0,0.0,Low
10037,2023-12-19 13:18:05+00:00,7070.0,6920,3051.0,3869.0,44.089595375722546,21742,5382,1115,32106,9061,444,2804,3139,78,7.0,0.0,0.0,Low
10037,2023-12-26 13:18:05+00:00,7077.0,6922,3052.0,3870.0,44.091303091592025,21760,5387,1115,32120,9064,444,2804,3140,78,9.0,0.0,0.0,Low
10037,2024-01-02 13:18:05+00:00,7084.0,6922,3052.0,3870.0,44.091303091592025,21760,5387,1115,32120,9064,444,2804,3140,78,15.0,0.0,0.0,Low
10037,2024-01-09 13:18:05+00:00,7091.0,6927,3052.0,3875.0,44.059477407247,21776,5389,1115,32137,9068,444,2804,3141,78,18.0,0.0,0.0,Low
10037,2024-01-16 13:18:05+00:00,7098.0,6936,3057.0,3879.0,44.07439446366782,21797,5395,1115,32170,9075,444,2805,3142,79,18.0,0.0,0.0,Low
10037,2024-01-23 13:18:05+00:00,7105.0,6941,3060.0,3881.0,44.085866589828555,21821,5398,1116,32194,9080,444,2807,3143,79,16.0,0.0,0.0,Low
10037,2024-01-30 13:18:05+00:00,7112.0,6944,3063.0,3881.0,44.110023041474655,21835,5400,1116,32208,9084,444,2807,3144,80,16.0,0.0,0.0,Low
10037,2024-02-06 13:18:05+00:00,7119.0,6945,3069.0,3876.0,44.190064794816415,21835,5400,1116,32209,9084,444,2807,3145,80,12.0,0.0,0.0,Low
10037,2024-02-13 13:18:05+00:00,7126.0,6948,3074.0,3874.0,44.24294761082326,21838,5400,1116,32213,9085,444,2808,3147,80,9.0,0.0,0.0,Low
10037,2024-02-20 13:18:05+00:00,7133.0,6949,3076.0,3873.0,44.26536192257879,21838,5400,1116,32214,9085,444,2808,3147,80,9.0,0.0,0.0,Low
10037,2024-02-27 13:18:05+00:00,7140.0,6954,3078.0,3876.0,44.26229508196721,21855,5402,1116,32230,9089,444,2809,3148,83,20.0,0.0,0.0,Low
10037,2024-03-05 13:18:05+00:00,7147.0,6957,3081.0,3876.0,44.28633031479086,21867,5404,1116,32248,9091,444,2810,3149,83,17.0,0.0,0.0,Low
10037,2024-03-12 13:18:05+00:00,7154.0,6962,3082.0,3880.0,44.268888250502734,21875,5407,1116,32274,9094,444,2810,3149,83,16.0,0.0,0.0,Low
10037,2024-03-19 13:18:05+00:00,7161.0,6967,3084.0,3883.0,44.2658246016937,21893,5407,1116,32295,9097,444,2810,3149,83,14.0,0.0,0.0,Low
10037,2024-03-26 13:18:05+00:00,7168.0,6971,3095.0,3876.0,44.39822120212308,21903,5408,1116,32300,9100,444,2812,3151,83,3.0,0.0,0.0,Low
10038,2017-06-28 01:20:02+00:00,497.0,1,0.0,1.0,0.0,2,2,0,6,2,0,0,0,0,1.0,0.0,0.0,Low
10038,2017-07-05 01:20:02+00:00,504.0,2,0.0,2.0,0.0,7,5,0,8,3,0,0,1,0,5.0,0.0,0.0,Low
10038,2017-07-12 01:20:02+00:00,511.0,13,0.0,13.0,0.0,52,18,0,30,14,0,0,1,8,9.0,0.0,0.0,Low
10038,2017-07-19 01:20:02+00:00,518.0,22,0.0,22.0,0.0,85,24,0,48,23,0,0,1,14,14.0,0.0,0.0,Low
10038,2017-07-26 01:20:02+00:00,525.0,22,0.0,22.0,0.0,85,24,0,48,23,0,0,1,14,14.0,0.0,0.0,Low
10038,2017-08-02 01:20:02+00:00,532.0,49,1.0,48.0,2.0408163265306123,169,51,0,102,49,0,0,1,38,21.0,0.0,0.0,Low
10038,2017-08-09 01:20:02+00:00,539.0,56,9.0,47.0,16.071428571428573,183,52,0,116,56,0,0,1,45,13.0,0.0,0.0,Low
10038,2017-08-16 01:20:02+00:00,546.0,66,14.0,52.0,21.21212121212121,216,71,0,136,66,0,0,1,47,41.0,6.0,0.14634146341463414,Medium
10038,2017-08-23 01:20:02+00:00,553.0,66,14.0,52.0,21.21212121212121,216,71,0,136,66,0,0,1,47,48.0,6.0,0.125,Medium
10038,2017-08-30 01:20:02+00:00,560.0,68,22.0,46.0,32.35294117647059,221,71,0,140,68,0,0,1,49,54.0,6.0,0.1111111111111111,Medium
10038,2017-09-06 01:20:02+00:00,567.0,77,22.0,55.0,28.57142857142857,259,78,0,158,77,0,0,1,58,62.0,6.0,0.0967741935483871,Medium
10038,2017-09-13 01:20:02+00:00,574.0,114,53.0,61.0,46.49122807017544,393,111,0,231,114,1,1,1,91,44.0,0.0,0.0,Low
10038,2017-09-20 01:20:02+00:00,581.0,123,59.0,64.0,47.96747967479675,420,112,0,249,123,2,1,2,99,41.0,1.0,0.024390243902439025,Medium
10038,2017-09-27 01:20:02+00:00,588.0,130,76.0,54.0,58.46153846153847,447,112,0,263,130,2,1,2,102,25.0,1.0,0.04,Medium
10038,2017-10-04 01:20:02+00:00,595.0,134,78.0,56.0,58.2089552238806,456,112,0,271,134,3,1,3,105,23.0,1.0,0.043478260869565216,Medium
10038,2017-10-11 01:20:02+00:00,602.0,144,88.0,56.0,61.111111111111114,490,135,0,291,144,4,1,6,107,13.0,1.0,0.07692307692307693,Medium
10038,2017-10-18 01:20:02+00:00,609.0,145,98.0,47.0,67.58620689655173,499,144,0,293,145,4,1,7,107,3.0,0.0,0.0,Low
10038,2017-10-25 01:20:02+00:00,616.0,147,100.0,47.0,68.02721088435374,505,148,0,297,147,4,2,8,108,1.0,0.0,0.0,Low
10038,2018-02-14 01:20:02+00:00,728.0,278,101.0,177.0,36.330935251798564,936,193,0,565,258,4,9,11,150,12.0,4.0,0.3333333333333333,High
10038,2018-02-21 01:20:02+00:00,735.0,286,101.0,185.0,35.31468531468531,963,197,0,582,262,5,9,11,156,16.0,4.0,0.25,High
10038,2018-02-28 01:20:02+00:00,742.0,293,101.0,192.0,34.470989761092156,985,199,0,597,268,5,9,11,159,43.0,6.0,0.13953488372093023,Medium
10038,2018-03-07 01:20:02+00:00,749.0,298,101.0,197.0,33.89261744966443,1002,199,0,607,273,5,9,11,159,57.0,6.0,0.10526315789473684,Medium
10038,2018-03-14 01:20:02+00:00,756.0,304,109.0,195.0,35.85526315789473,1020,200,0,619,279,5,9,13,162,75.0,9.0,0.12,Medium
10038,2018-03-21 01:20:02+00:00,763.0,314,116.0,198.0,36.94267515923567,1042,207,0,643,289,7,9,15,165,80.0,6.0,0.075,Medium
10038,2018-03-28 01:20:02+00:00,770.0,335,127.0,208.0,37.91044776119403,1106,211,0,686,310,7,9,16,167,97.0,29.0,0.29896907216494845,High
10038,2018-04-04 01:20:02+00:00,777.0,359,153.0,206.0,42.618384401114206,1178,212,0,735,334,7,9,16,170,93.0,34.0,0.3655913978494624,Critical
10038,2018-04-11 01:20:02+00:00,784.0,377,172.0,205.0,45.62334217506631,1239,214,0,771,352,8,9,17,175,92.0,34.0,0.3695652173913043,Critical
10038,2018-04-18 01:20:02+00:00,791.0,402,192.0,210.0,47.76119402985074,1316,214,0,822,377,8,9,17,179,77.0,30.0,0.38961038961038963,Critical
10038,2018-04-25 01:20:02+00:00,798.0,410,223.0,187.0,54.390243902439025,1337,214,0,840,384,8,9,17,182,48.0,6.0,0.125,Medium
10038,2018-05-02 01:20:02+00:00,805.0,424,239.0,185.0,56.367924528301884,1369,215,0,868,398,9,9,18,185,35.0,0.0,0.0,Low
10038,2018-05-09 01:20:02+00:00,812.0,455,249.0,206.0,54.72527472527473,1473,221,0,936,429,10,9,18,186,27.0,0.0,0.0,Low
10038,2018-05-16 01:20:02+00:00,819.0,474,267.0,207.0,56.32911392405063,1529,223,0,980,448,10,10,20,191,9.0,0.0,0.0,Low
10038,2018-05-23 01:20:02+00:00,826.0,483,270.0,213.0,55.90062111801242,1556,232,0,1000,456,10,12,22,197,10.0,1.0,0.1,Medium
10038,2018-05-30 01:20:02+00:00,833.0,485,271.0,214.0,55.876288659793815,1565,234,0,1004,458,10,13,23,198,28.0,12.0,0.42857142857142855,Critical
10038,2018-06-06 01:20:02+00:00,840.0,490,274.0,216.0,55.91836734693878,1584,234,0,1015,463,10,13,23,203,25.0,12.0,0.48,Critical
10038,2018-06-13 01:20:02+00:00,847.0,493,276.0,217.0,55.98377281947262,1591,236,0,1021,466,10,14,23,205,23.0,12.0,0.5217391304347826,Critical
10038,2018-06-20 01:20:02+00:00,854.0,496,278.0,218.0,56.048387096774185,1598,239,0,1028,470,10,14,23,207,21.0,11.0,0.5238095238095238,Critical
10038,2018-06-27 01:20:02+00:00,861.0,499,282.0,217.0,56.51302605210421,1607,239,0,1035,472,10,14,23,210,22.0,12.0,0.5454545454545454,Critical
10038,2018-07-04 01:20:02+00:00,868.0,515,299.0,216.0,58.05825242718446,1646,252,0,1073,485,12,15,24,215,7.0,1.0,0.14285714285714285,Medium
10038,2018-07-11 01:20:02+00:00,875.0,519,299.0,220.0,57.61078998073218,1660,252,0,1081,489,12,16,26,215,26.0,12.0,0.46153846153846156,Critical
10038,2018-07-18 01:20:02+00:00,882.0,521,299.0,222.0,57.38963531669866,1667,254,0,1085,491,12,17,28,215,44.0,13.0,0.29545454545454547,High
10038,2018-07-25 01:20:02+00:00,889.0,521,304.0,217.0,58.34932821497121,1667,254,0,1085,491,12,17,28,215,64.0,12.0,0.1875,High
10038,2018-08-01 01:20:02+00:00,896.0,533,306.0,227.0,57.410881801125704,1697,269,0,1109,503,12,19,29,218,103.0,12.0,0.11650485436893204,Medium
10038,2018-08-08 01:20:02+00:00,903.0,542,311.0,231.0,57.38007380073801,1721,272,0,1129,512,12,19,30,219,147.0,13.0,0.08843537414965986,Medium
10038,2018-08-15 01:20:02+00:00,910.0,570,339.0,231.0,59.473684210526315,1771,276,0,1164,537,12,19,30,225,159.0,7.0,0.0440251572327044,Medium
10038,2018-08-22 01:20:02+00:00,917.0,602,360.0,242.0,59.800664451827245,1823,284,0,1199,565,12,19,33,227,169.0,7.0,0.04142011834319527,Medium
10038,2018-08-29 01:20:02+00:00,924.0,644,389.0,255.0,60.40372670807454,1905,286,0,1242,605,12,19,33,231,167.0,8.0,0.04790419161676647,Medium
10038,2018-09-05 01:20:02+00:00,931.0,689,428.0,261.0,62.11901306240929,2031,290,0,1288,650,12,20,36,233,140.0,8.0,0.05714285714285714,Medium
10038,2018-09-12 01:20:02+00:00,938.0,744,493.0,251.0,66.26344086021506,2162,293,0,1347,705,12,20,36,235,86.0,3.0,0.03488372093023256,Medium
10038,2018-09-19 01:20:02+00:00,945.0,768,521.0,247.0,67.83854166666666,2201,295,0,1375,727,12,21,37,240,63.0,4.0,0.06349206349206349,Medium
10038,2018-09-26 01:20:02+00:00,952.0,803,554.0,249.0,68.99128268991282,2258,295,0,1412,762,12,21,39,245,45.0,8.0,0.17777777777777778,High
10038,2018-10-03 01:20:02+00:00,959.0,809,563.0,246.0,69.5920889987639,2267,298,0,1420,768,12,22,40,246,41.0,10.0,0.24390243902439024,High
10038,2018-10-10 01:20:02+00:00,966.0,819,574.0,245.0,70.08547008547008,2283,301,0,1431,778,12,23,41,247,36.0,9.0,0.25,High
10038,2018-10-17 01:20:02+00:00,973.0,825,583.0,242.0,70.66666666666667,2295,306,0,1437,784,12,23,43,248,27.0,7.0,0.25925925925925924,High
10038,2018-10-24 01:20:02+00:00,980.0,835,593.0,242.0,71.01796407185628,2322,312,1,1450,793,12,23,46,251,17.0,3.0,0.17647058823529413,High
10038,2018-10-31 01:20:02+00:00,987.0,848,600.0,248.0,70.75471698113208,2350,318,1,1466,802,14,24,47,255,10.0,2.0,0.2,High
10038,2019-02-13 01:20:02+00:00,1092.0,1016,610.0,406.0,60.03937007874016,2723,374,1,1757,957,17,28,61,300,9.0,2.0,0.2222222222222222,High
10038,2019-02-20 01:20:02+00:00,1099.0,1021,610.0,411.0,59.74534769833496,2734,376,1,1764,962,17,29,62,303,12.0,2.0,0.16666666666666666,High
10038,2019-02-27 01:20:02+00:00,1106.0,1039,610.0,429.0,58.710298363811354,2767,389,1,1789,976,18,30,65,305,20.0,4.0,0.2,High
10038,2019-03-06 01:20:02+00:00,1113.0,1046,610.0,436.0,58.31739961759082,2787,399,2,1801,982,18,31,66,306,32.0,8.0,0.25,High
10038,2019-03-13 01:20:02+00:00,1120.0,1063,613.0,450.0,57.66698024459078,2808,403,2,1827,997,18,31,69,313,62.0,22.0,0.3548387096774194,Critical
10038,2019-03-20 01:20:02+00:00,1127.0,1077,621.0,456.0,57.66016713091921,2834,409,2,1850,1010,18,32,70,318,91.0,35.0,0.38461538461538464,Critical
10038,2019-03-27 01:20:02+00:00,1134.0,1101,627.0,474.0,56.94822888283378,2910,420,2,1887,1032,18,34,72,321,98.0,41.0,0.41836734693877553,Critical
10038,2019-04-03 01:20:02+00:00,1141.0,1114,636.0,478.0,57.09156193895871,2948,426,2,1907,1045,18,34,74,325,98.0,41.0,0.41836734693877553,Critical
10038,2019-04-10 01:20:02+00:00,1148.0,1124,649.0,475.0,57.740213523131665,2975,429,4,1923,1054,18,34,75,330,130.0,65.0,0.5,Critical
10038,2019-04-17 01:20:02+00:00,1155.0,1140,704.0,436.0,61.75438596491228,3026,432,4,1944,1069,18,38,77,337,82.0,38.0,0.4634146341463415,Critical
10038,2019-04-24 01:20:02+00:00,1162.0,1149,719.0,430.0,62.576153176675376,3054,437,4,1958,1077,18,40,81,337,75.0,36.0,0.48,Critical
10038,2019-05-01 01:20:02+00:00,1169.0,1157,729.0,428.0,63.00777873811582,3077,439,4,1966,1084,19,40,85,338,66.0,30.0,0.45454545454545453,Critical
10038,2019-05-08 01:20:02+00:00,1176.0,1165,739.0,426.0,63.433476394849784,3091,440,4,1974,1091,19,40,88,341,60.0,29.0,0.48333333333333334,Critical
10038,2019-05-15 01:20:02+00:00,1183.0,1173,784.0,389.0,66.83716965046888,3108,444,4,1983,1098,19,40,92,342,15.0,1.0,0.06666666666666667,Medium
10038,2019-05-22 01:20:02+00:00,1190.0,1178,790.0,388.0,67.06281833616299,3117,445,4,1990,1101,19,40,93,342,10.0,1.0,0.1,Medium
10038,2019-05-29 01:20:02+00:00,1197.0,1180,795.0,385.0,67.37288135593221,3125,446,4,1993,1103,19,41,93,342,5.0,0.0,0.0,Low
10038,2019-06-05 01:20:02+00:00,1204.0,1187,796.0,391.0,67.0598146588037,3146,448,4,2000,1110,19,41,93,342,7.0,0.0,0.0,Low
10038,2019-06-12 01:20:02+00:00,1211.0,1192,799.0,393.0,67.03020134228188,3160,450,4,2006,1115,19,41,95,342,4.0,0.0,0.0,Low
10038,2019-06-19 01:20:02+00:00,1218.0,1193,800.0,393.0,67.05783738474435,3164,450,4,2007,1116,19,41,95,342,3.0,0.0,0.0,Low
10038,2019-06-26 01:20:02+00:00,1225.0,1194,800.0,394.0,67.00167504187606,3165,450,4,2009,1116,19,41,95,343,15.0,3.0,0.2,High
10038,2019-07-03 01:20:02+00:00,1232.0,1199,803.0,396.0,66.97247706422019,3178,453,4,2017,1121,19,41,95,344,17.0,5.0,0.29411764705882354,High
10038,2019-07-10 01:20:02+00:00,1239.0,1200,803.0,397.0,66.91666666666667,3180,453,4,2018,1122,19,41,95,344,20.0,6.0,0.3,High
10038,2019-07-17 01:20:02+00:00,1246.0,1206,803.0,403.0,66.58374792703151,3200,455,4,2024,1128,19,41,95,344,23.0,6.0,0.2608695652173913,High
10038,2019-07-24 01:20:02+00:00,1253.0,1230,803.0,427.0,65.28455284552845,3294,474,5,2048,1147,19,41,95,344,39.0,9.0,0.23076923076923078,High
10038,2019-07-31 01:20:02+00:00,1260.0,1236,819.0,417.0,66.2621359223301,3308,477,5,2055,1152,19,42,96,346,23.0,4.0,0.17391304347826086,High
10038,2019-08-07 01:20:02+00:00,1267.0,1244,820.0,424.0,65.91639871382637,3338,486,5,2065,1161,20,42,96,347,32.0,5.0,0.15625,High
10038,2019-08-14 01:20:02+00:00,1274.0,1250,825.0,425.0,66.0,3350,488,5,2071,1167,20,42,97,350,30.0,4.0,0.13333333333333333,Medium
10038,2019-08-21 01:20:02+00:00,1281.0,1251,841.0,410.0,67.22621902478018,3354,489,5,2072,1168,21,42,98,350,39.0,12.0,0.3076923076923077,High
10038,2019-08-28 01:20:02+00:00,1288.0,1261,842.0,419.0,66.77240285487707,3377,497,5,2082,1177,21,42,98,350,52.0,19.0,0.36538461538461536,Critical
10038,2019-09-04 01:20:02+00:00,1295.0,1264,844.0,420.0,66.77215189873418,3391,502,6,2086,1180,21,43,100,351,53.0,20.0,0.37735849056603776,Critical
10038,2019-09-11 01:20:02+00:00,1302.0,1270,855.0,415.0,67.32283464566929,3398,504,6,2094,1186,21,43,100,352,42.0,19.0,0.4523809523809524,Critical
10038,2019-09-18 01:20:02+00:00,1309.0,1282,855.0,427.0,66.69266770670826,3441,513,8,2107,1197,21,43,100,354,44.0,19.0,0.4318181818181818,Critical
10038,2019-09-25 01:20:02+00:00,1316.0,1285,887.0,398.0,69.0272373540856,3453,513,8,2110,1200,21,43,100,355,13.0,3.0,0.23076923076923078,High
10038,2019-10-02 01:20:02+00:00,1323.0,1286,894.0,392.0,69.51788491446345,3455,513,8,2111,1201,21,43,101,355,8.0,2.0,0.25,High
10038,2019-10-09 01:20:02+00:00,1330.0,1289,897.0,392.0,69.588828549263,3461,516,8,2114,1203,21,43,102,355,5.0,1.0,0.2,High
10038,2019-10-16 01:20:02+00:00,1337.0,1299,898.0,401.0,69.13010007698229,3485,522,8,2127,1210,21,44,103,355,4.0,1.0,0.25,High
10038,2019-10-23 01:20:02+00:00,1344.0,1299,900.0,399.0,69.28406466512702,3485,522,8,2127,1210,21,44,103,355,2.0,1.0,0.5,Critical
10038,2019-10-30 01:20:02+00:00,1351.0,1302,901.0,401.0,69.20122887864824,3499,525,9,2130,1213,21,44,103,355,1.0,0.0,0.0,Low
10038,2020-02-12 01:20:02+00:00,1456.0,1355,902.0,453.0,66.56826568265683,3621,560,11,2187,1261,21,53,113,366,14.0,10.0,0.7142857142857143,Critical
10038,2020-02-19 01:20:02+00:00,1463.0,1355,902.0,453.0,66.56826568265683,3621,560,11,2187,1261,21,53,113,366,16.0,10.0,0.625,Critical
10038,2020-02-26 01:20:02+00:00,1470.0,1357,902.0,455.0,66.47015475313191,3623,561,11,2189,1263,21,54,115,366,27.0,11.0,0.4074074074074074,Critical
10038,2020-03-04 01:20:02+00:00,1477.0,1368,902.0,466.0,65.93567251461988,3652,571,12,2200,1271,21,55,116,366,34.0,11.0,0.3235294117647059,High
10038,2020-03-11 01:20:02+00:00,1484.0,1374,902.0,472.0,65.64774381368268,3660,572,12,2206,1277,21,56,118,366,42.0,12.0,0.2857142857142857,High
10038,2020-03-18 01:20:02+00:00,1491.0,1377,918.0,459.0,66.66666666666666,3669,574,12,2209,1280,21,56,118,368,27.0,3.0,0.1111111111111111,Medium
10038,2020-03-25 01:20:02+00:00,1498.0,1378,919.0,459.0,66.69085631349783,3670,574,12,2210,1280,21,57,119,368,36.0,9.0,0.25,High
10038,2020-04-01 01:20:02+00:00,1505.0,1386,932.0,454.0,67.24386724386724,3693,575,12,2218,1287,21,57,120,373,41.0,22.0,0.5365853658536586,Critical
10038,2020-04-08 01:20:02+00:00,1512.0,1391,941.0,450.0,67.6491732566499,3707,575,12,2223,1291,22,57,122,375,35.0,21.0,0.6,Critical
10038,2020-04-15 01:20:02+00:00,1519.0,1394,944.0,450.0,67.71879483500717,3713,576,12,2226,1294,22,57,123,375,32.0,21.0,0.65625,Critical
10038,2020-04-22 01:20:02+00:00,1526.0,1403,954.0,449.0,67.99714896650035,3737,580,14,2235,1299,22,57,123,376,22.0,14.0,0.6363636363636364,Critical
10038,2020-04-29 01:20:02+00:00,1533.0,1405,970.0,435.0,69.03914590747331,3740,580,14,2237,1299,22,57,124,376,14.0,4.0,0.2857142857142857,High
10038,2020-05-06 01:20:02+00:00,1540.0,1405,973.0,432.0,69.25266903914591,3740,580,14,2237,1299,22,57,124,376,13.0,4.0,0.3076923076923077,High
10038,2020-05-13 01:20:02+00:00,1547.0,1409,976.0,433.0,69.26898509581262,3753,582,14,2242,1303,23,57,125,378,10.0,4.0,0.4,Critical
10038,2020-05-20 01:20:02+00:00,1554.0,1409,976.0,433.0,69.26898509581262,3753,582,14,2242,1303,23,57,125,378,11.0,4.0,0.36363636363636365,Critical
10038,2020-05-27 01:20:02+00:00,1561.0,1411,982.0,429.0,69.59603118355776,3759,583,14,2244,1305,23,58,126,379,5.0,0.0,0.0,Low
10038,2020-06-03 01:20:02+00:00,1568.0,1411,985.0,426.0,69.8086463501063,3759,583,14,2244,1305,23,58,126,379,4.0,1.0,0.25,High
10038,2020-06-10 01:20:02+00:00,1575.0,1413,986.0,427.0,69.78060863411181,3764,583,14,2247,1307,23,59,128,379,14.0,4.0,0.2857142857142857,High
10038,2020-06-17 01:20:02+00:00,1582.0,1413,987.0,426.0,69.85138004246284,3764,583,14,2247,1307,23,59,128,379,16.0,5.0,0.3125,High
10038,2020-06-24 01:20:02+00:00,1589.0,1423,987.0,436.0,69.36050597329584,3796,594,14,2257,1317,23,59,129,379,16.0,5.0,0.3125,High
10038,2020-07-01 01:20:02+00:00,1596.0,1423,989.0,434.0,69.50105411103303,3796,594,14,2257,1317,23,59,129,379,16.0,4.0,0.25,High
10038,2020-07-08 01:20:02+00:00,1603.0,1425,991.0,434.0,69.54385964912281,3804,596,14,2259,1319,23,59,129,379,21.0,3.0,0.14285714285714285,Medium
10038,2020-07-15 01:20:02+00:00,1610.0,1425,1003.0,422.0,70.3859649122807,3804,596,14,2259,1319,23,59,129,379,11.0,1.0,0.09090909090909091,Medium
10038,2020-07-22 01:20:02+00:00,1617.0,1440,1003.0,437.0,69.65277777777777,3838,604,14,2274,1326,23,59,129,385,12.0,1.0,0.08333333333333333,Medium
10038,2020-07-29 01:20:02+00:00,1624.0,1443,1005.0,438.0,69.64656964656965,3845,606,14,2277,1328,23,59,129,386,11.0,1.0,0.09090909090909091,Medium
10038,2020-08-05 01:20:02+00:00,1631.0,1443,1005.0,438.0,69.64656964656965,3845,606,14,2277,1328,23,59,129,386,13.0,2.0,0.15384615384615385,Medium
10038,2020-08-12 01:20:02+00:00,1638.0,1444,1014.0,430.0,70.22160664819944,3847,607,14,2280,1329,23,59,129,386,10.0,1.0,0.1,Medium
10038,2020-08-19 01:20:02+00:00,1645.0,1457,1014.0,443.0,69.59505833905285,3895,618,14,2293,1341,23,59,129,386,14.0,2.0,0.14285714285714285,Medium
10038,2020-08-26 01:20:02+00:00,1652.0,1457,1015.0,442.0,69.6636925188744,3895,618,14,2293,1341,23,59,129,386,13.0,2.0,0.15384615384615385,Medium
10038,2020-09-02 01:20:02+00:00,1659.0,1457,1018.0,439.0,69.86959505833906,3895,618,14,2293,1341,23,59,129,386,11.0,1.0,0.09090909090909091,Medium
10038,2020-09-09 01:20:02+00:00,1666.0,1457,1018.0,439.0,69.86959505833906,3895,618,14,2293,1341,23,59,129,386,36.0,18.0,0.5,Critical
10038,2020-09-16 01:20:02+00:00,1673.0,1462,1025.0,437.0,70.10943912448701,3904,625,15,2299,1345,23,62,132,387,31.0,18.0,0.5806451612903226,Critical
10038,2020-09-23 01:20:02+00:00,1680.0,1469,1028.0,441.0,69.97957794417971,3923,631,15,2306,1351,23,62,132,387,29.0,17.0,0.5862068965517241,Critical
10038,2020-09-30 01:20:02+00:00,1687.0,1471,1029.0,442.0,69.9524133242692,3930,635,16,2313,1353,23,63,133,387,28.0,17.0,0.6071428571428571,Critical
10038,2020-10-07 01:20:02+00:00,1694.0,1472,1030.0,442.0,69.97282608695652,3932,635,16,2314,1354,23,63,133,387,27.0,17.0,0.6296296296296297,Critical
