project_id,project_key,project_name,Total_Issues,Unique_Issues,Issues_With_Created,Issues_With_Resolution,Completed_Issues,Total_Story_Points,Average_Story_Points,Total_Worklog_Hours,Average_Task_Duration_Days,Median_Task_Duration_Days,Average_Transitions,Average_Reassignments,Average_Reopens,Total_Reopens,Total_Worklogs,Total_Dependencies,Total_Blocking_Issues,Total_Blocked_By,Earliest_Created,Latest_Created,Earliest_Resolution,Latest_Resolution,Completion_Percentage,Resolution_Coverage_Percentage,Project_Duration_Days,Usable_Temporal_Data
10074,SP,System Performance,2571,2571,1224,996,2104,13069.3,10.608198051948051,200.0,112.59373666945841,52.100347222222226,2.5989887203422795,0.43912874367950216,0.0,0,2,1783,136,152,2020-04-23 18:26:03+00:00,2024-03-01 19:03:34+00:00,2020-11-11 22:14:55+00:00,2025-07-04 01:05:08+00:00,81.83586153247764,38.739789964994166,1897.2771412037036,True
10076,NAS,TrueNAS,25981,25981,1235,8,12837,2353.35,1.386770771950501,44096.550000019,134.56082175925926,69.96642361111111,2.518879180939918,1.2213540664331628,0.0,0,11446,6718,206,206,2013-07-30 12:05:49+00:00,2025-04-18 17:19:11+00:00,2019-02-11 18:09:53+00:00,2021-11-19 12:25:40+00:00,49.40918363419422,0.03079173241984527,3034.013784722222,True
10100,QCADOOMES,qcadoo MES modules,2408,2408,1,2,2404,283.0,4.042857142857143,7287.991666641,,,3.520764119601329,2.030730897009967,0.13164451827242524,317,3706,777,37,62,2022-09-12 09:16:23+00:00,2022-09-12 09:16:23+00:00,2016-04-05 13:27:12+00:00,2018-05-07 09:45:14+00:00,99.83388704318938,0.08305647840531562,-1588.9799652777779,False
10101,SCHEM,Schema,7353,7353,9,6,6954,22997.25,6.37219451371571,60.0,,,2.342717258261934,0.7194342445260438,0.0,0,7,1515,47,46,2017-08-11 15:30:56+00:00,2025-01-21 19:01:25+00:00,2017-09-05 16:03:41+00:00,2023-09-05 17:20:21+00:00,94.57364341085271,0.08159934720522236,2216.0759837962964,False
10103,PRD,Pentaho Reporting and Pentaho Report Designer,1142,1142,1138,57,379,60.0,0.12121212121212122,0.0,682.7279528102664,165.8421875,1.541155866900175,1.8992994746059544,0.10507880910683012,120,0,233,0,1,2006-06-07 17:05:30+00:00,2022-10-13 12:47:35+00:00,2010-11-19 14:11:13+00:00,2021-11-08 15:46:35+00:00,33.18739054290718,4.99124343257443,5632.9451967592595,True
10109,LIBS,Web Apps: Libraries,772,772,1,1,386,436.5,0.6613636363636364,0.0,,,2.305699481865285,0.5790155440414507,0.0025906735751295338,2,0,407,70,28,2023-02-28 14:24:11+00:00,2023-02-28 14:24:11+00:00,2024-06-24 17:25:02+00:00,2024-06-24 17:25:02+00:00,50.0,0.1295336787564767,482.1255902777778,False
10112,NMS,OpenNMS,15735,15735,5573,2689,12165,2861.25,3.4681818181818183,174.83333333299998,681.9464471772359,143.7206886574074,1.5097553225293932,0.6017159199237369,0.042198919605973946,664,26,4924,13,1187,2000-09-20 09:18:37+00:00,2022-11-08 21:53:37+00:00,2004-04-04 13:53:43+00:00,2022-06-06 20:29:37+00:00,77.3117254528122,17.089291388624087,7929.465972222222,True
10115,SONARIAC,SonarIac,2132,2132,4,0,1722,2782.0,6.337129840546697,0.0,,,5.130863039399625,2.7143527204502815,0.037054409005628515,79,0,837,181,182,2024-02-05 14:44:20+00:00,2024-09-19 15:34:16+00:00,,,80.76923076923077,0.0,,False
10120,PDI,Pentaho Data Integration - Kettle,6264,6264,6222,647,3004,1976.0,0.4988639232517041,103.5,284.8473136520408,84.91300925925925,2.2878352490421454,2.338920817369093,0.18167305236270753,1138,12,2336,0,7,2007-08-20 12:59:06+00:00,2023-02-02 17:59:21+00:00,2007-11-10 14:47:56+00:00,2023-02-01 14:38:07+00:00,47.956577266922096,10.328863346104725,5644.068761574074,True
10124,ANDROAPP,Android App for DHIS2,6548,6548,8,4,5419,13378.5,3.330470500373413,105.566666662,,,7.167226634086744,3.106139279169212,0.028863775198533902,189,34,7010,461,764,2017-03-09 12:19:45+00:00,2021-05-18 04:21:18+00:00,2017-04-19 21:50:41+00:00,2021-03-31 16:16:40+00:00,82.75809407452658,0.061087354917532075,1483.164525462963,False
10124,SONARPHP,SonarPHP,1616,1616,921,488,1331,685.0,7.287234042553192,0.0,105.49823609213722,15.017552083333332,5.126237623762377,2.946163366336634,0.20853960396039603,337,0,693,17,16,2008-07-02 04:54:13+00:00,2023-04-18 15:37:28+00:00,2010-04-17 09:42:39+00:00,2020-05-19 16:16:15+00:00,82.36386138613861,30.198019801980198,4339.47363425926,True
10126,DHIS2,DHIS 2 Software,18111,18111,97,7,14482,6823.8,0.6183218557448351,22.716666667000002,,,4.273314560212026,1.5876539119871902,0.031030865220032025,562,11,12190,1172,1098,2015-10-07 12:25:31+00:00,2025-03-05 13:18:41+00:00,2017-08-22 20:26:43+00:00,2023-05-15 11:21:06+00:00,79.962453757385,0.03865054386836729,2776.9552662037036,True
10131,UIU,ui-users,2744,2744,2428,2189,2537,2530.0,2.1153846153846154,404.333333334,127.62957162172455,33.02117476851852,3.798469387755102,1.2798833819241981,0.0,0,366,6056,421,697,2016-09-12 07:16:02+00:00,2024-02-02 11:07:57+00:00,2017-05-23 15:11:47+00:00,2024-07-29 17:00:28+00:00,92.45626822157435,79.77405247813411,2877.4058564814814,True
10132,UIIN,ui-inventory,2830,2830,2299,2016,2506,3104.6,2.0384766907419567,502.67,161.9252209006191,39.24784722222222,4.291166077738516,1.0537102473498232,0.0,0,491,8300,333,690,2017-07-14 11:38:32+00:00,2024-02-02 11:10:14+00:00,2017-09-07 13:35:17+00:00,2024-02-02 22:05:02+00:00,88.55123674911661,71.23674911660778,2394.4350694444443,True
10133,CIRC,mod-circulation,1992,1992,1665,1522,1807,3338.0,2.5539403213465954,67.0,86.98583497590889,17.047216435185184,3.7113453815261046,1.0647590361445782,0.0,0,24,5219,602,545,2017-04-10 11:06:02+00:00,2025-07-23 08:39:35+00:00,2017-04-10 13:57:38+00:00,2024-02-02 14:53:37+00:00,90.71285140562249,76.40562248995984,2489.1580439814816,True
10134,UIDATIMP,ui-data-import,1377,1377,1255,1190,1303,2264.5,1.8965661641541038,0.0,57.06156922639629,21.22515046296296,4.5773420479302835,1.2120551924473493,0.0,0,0,4260,301,431,2018-08-27 15:40:01+00:00,2024-01-31 12:44:17+00:00,2018-09-28 17:48:21+00:00,2024-04-19 09:42:00+00:00,94.62599854756718,86.41975308641975,2061.751377314815,True
10135,INJIMOB,Inji Mobile,2075,2075,1,0,1304,1108.0,2.2027833001988073,861.11666667,,,5.581686746987952,2.303132530120482,0.0,0,139,1341,70,78,2024-03-13 13:21:01+00:00,2024-03-13 13:21:01+00:00,,,62.8433734939759,0.0,,False
10135,UIEH,ui-eholdings,1310,1310,1252,1212,1288,2506.0,2.651851851851852,2.0,86.31211315662816,24.123125,3.4190839694656487,1.0549618320610687,0.0,0,2,1869,12,26,2017-07-26 22:10:03+00:00,2024-01-09 14:05:07+00:00,2017-08-28 15:40:20+00:00,2024-01-08 20:01:59+00:00,98.3206106870229,92.51908396946565,2356.911064814815,True
10136,ES,eSignet,2006,2006,1,1,1367,145.0,3.5365853658536586,1447.39999999,,,4.737786640079761,1.848454636091725,0.0,0,453,1505,42,32,2024-09-02 07:30:46+00:00,2024-09-02 07:30:46+00:00,2024-07-19 12:53:49+00:00,2024-07-19 12:53:49+00:00,68.14556331006979,0.049850448654037885,-44.77565972222222,False
10136,RANCHER,rancher,2369,2369,1169,1052,2183,3928.3,1.8922447013487478,0.0,32.77852998257288,9.742575231481482,2.8796960742929505,0.8493035035880118,0.0,0,0,2016,378,220,2020-08-21 17:08:41+00:00,2024-04-11 08:43:32+00:00,2021-04-16 07:12:01+00:00,2024-02-02 20:14:47+00:00,92.14858590122415,44.406922752216126,1260.1292361111111,True
10137,BISERVER,Pentaho BA Platform,2351,2351,2349,285,932,685.0,0.44829842931937175,0.0,326.39480535250163,72.78201388888888,2.1050616758826033,2.4691620586984264,0.1407911527009783,331,0,797,0,13,2005-05-13 00:09:21+00:00,2023-01-23 21:42:44+00:00,2007-11-13 00:29:16+00:00,2023-02-01 11:52:30+00:00,39.64270523181625,12.122501063377285,6473.4882986111115,True
10137,OKAPI,Okapi,1177,1177,1138,1028,1065,541.0,1.762214983713355,1694.733333331,93.25950160550872,6.203373842592592,2.0169923534409517,0.5700934579439252,0.1427357689039932,168,822,1453,171,60,2016-01-06 14:13:56+00:00,2024-01-16 14:37:22+00:00,2016-08-16 18:40:47+00:00,2024-01-24 15:05:39+00:00,90.48428207306712,87.34069668649109,2940.0359143518517,True
10138,STCOM,stripes-components,1239,1239,1087,1018,1183,647.0,1.9142011834319526,81.25,121.00729189405516,24.976828703703703,2.8337368845843423,0.831315577078289,0.0,0,82,1908,194,68,2016-09-23 09:11:19+00:00,2024-01-30 14:09:43+00:00,2017-06-21 19:45:52+00:00,2024-01-31 16:55:39+00:00,95.48022598870057,82.16303470540758,2686.3224537037036,True
10139,MODINVSTOR,mod-inventory-storage,1243,1243,1018,911,1121,1507.0,2.2526158445440956,379.75,118.59324367554986,17.67533564814815,3.3563958165728076,0.8897827835880934,0.0,0,161,3932,680,277,2017-04-26 09:41:53+00:00,2024-02-01 08:44:44+00:00,2017-05-08 10:34:40+00:00,2024-02-02 09:43:02+00:00,90.18503620273532,73.29042638777152,2473.000798611111,True
10140,CONN,CONNECT,2027,2027,104,9,1994,2130.5,1.8542210617928634,2572.216666661,8.686899801587302,0.001863425925925926,2.705476073014307,1.0152935372471632,0.12777503700049334,259,465,1300,0,0,2011-11-07 02:38:47+00:00,2013-02-15 17:10:18+00:00,2012-05-17 15:07:11+00:00,2017-10-04 18:29:45+00:00,98.37197829304391,0.4440059200789344,2158.6603935185185,True
10140,RMB,RAML Module Builder,978,978,943,811,834,813.0,1.835214446952596,92.08333333,132.66113946830617,7.483206018518518,2.1155419222903884,0.5572597137014315,0.002044989775051125,2,50,2442,498,197,2016-08-29 11:56:10+00:00,2023-12-21 13:16:07+00:00,2017-03-06 14:22:24+00:00,2024-01-24 14:13:41+00:00,85.2760736196319,82.92433537832311,2704.0954976851854,True
10141,MODSOURMAN,mod-source-record-manager,1097,1097,912,861,1024,1800.5,1.9318669527896997,0.0,49.80055534047404,14.379328703703704,4.056517775752051,1.072014585232452,0.0,0,0,3448,401,374,2018-09-28 13:58:47+00:00,2024-02-01 12:21:04+00:00,2018-10-22 14:14:28+00:00,2024-02-01 12:11:45+00:00,93.34548769371011,78.48678213309024,1951.9256712962963,True
10142,INJIWEB,Inji Web,684,684,0,0,449,301.0,2.0616438356164384,222.25,,,4.476608187134503,1.3494152046783625,0.0,0,51,288,3,4,,,,,65.64327485380117,0.0,,False
10142,UICIRC,ui-circulation,995,995,845,781,918,1269.0,1.8997005988023952,14.5,88.41407386660028,30.832997685185184,3.6381909547738696,1.1698492462311558,0.0,0,17,2668,70,128,2017-04-06 13:16:00+00:00,2025-04-14 19:03:23+00:00,2017-08-22 10:29:33+00:00,2024-01-25 13:29:19+00:00,92.26130653266331,78.49246231155779,2485.009247685185,True
10143,MODORDERS,mod-orders,1048,1048,791,720,964,1588.0,1.782267115600449,0.0,60.45028610468107,20.116626157407406,4.491412213740458,2.480916030534351,0.0,0,0,3638,229,228,2017-10-11 16:08:10+00:00,2024-02-02 09:24:04+00:00,2018-05-22 20:37:07+00:00,2024-02-02 21:58:37+00:00,91.98473282442748,68.70229007633588,2305.2433680555555,True
10144,INJIVER,Inji Verify,643,643,0,0,383,197.0,1.8761904761904762,117.0,,,4.846034214618974,1.8678071539657854,0.0,0,29,483,1,5,,,,,59.56454121306376,0.0,,False
10144,MODINV,mod-inventory,979,979,740,672,899,1340.0,1.8662952646239555,47.75,59.66210026386133,15.084282407407407,3.9182839632277835,0.958120531154239,0.0010214504596527069,1,36,2947,417,296,2017-01-25 07:46:10+00:00,2024-02-01 23:43:28+00:00,2017-05-05 12:20:44+00:00,2024-02-02 06:46:08+00:00,91.82839632277835,68.6414708886619,2563.9583101851854,True
10144,ZBXNEXT,ZABBIX FEATURE REQUESTS,9146,9146,9146,2706,4460,8913.525,4.779369973190349,7736.166666699,543.033215680689,84.16017939814814,5.185764268532692,3.418106275967636,0.1822654712442598,1667,1925,4963,0,0,2007-08-30 07:27:20+00:00,2025-09-01 13:08:30+00:00,2009-08-20 23:08:23+00:00,2025-09-02 06:17:02+00:00,48.764487207522414,29.586704570303958,6577.951180555556,True
10145,INJICERT,Inji Certify,574,574,0,0,243,149.0,1.8170731707317074,111.0,,,3.710801393728223,1.1794425087108014,0.0,0,60,309,15,12,,,,,42.33449477351917,0.0,,False
10145,STRIPES,Stripes,796,796,730,685,727,167.0,1.941860465116279,2208.916666677,175.90996414571507,14.929247685185185,1.7726130653266332,0.7474874371859297,0.02763819095477387,22,1073,1768,298,277,2015-11-14 02:06:00+00:00,2024-01-04 16:36:57+00:00,2016-09-22 09:14:45+00:00,2024-01-25 20:16:09+00:00,91.33165829145729,86.05527638190955,2994.7570486111113,True
10146,STCOR,stripes-core,853,853,699,628,786,579.5,1.8280757097791798,331.25,105.44470371844776,12.02953125,2.675263774912075,0.779601406799531,0.0,0,223,1357,162,81,2015-11-14 02:20:00+00:00,2024-01-31 21:31:58+00:00,2017-06-14 23:06:14+00:00,2024-02-02 14:56:59+00:00,92.1453692848769,73.62250879249707,3002.5256828703705,True
10147,MODDATAIMP,mod-data-import,825,825,680,630,770,1262.0,1.8977443609022557,0.0,45.12971812536743,15.058859953703704,3.192727272727273,0.9296969696969697,0.0,0,0,2224,155,202,2018-08-15 12:27:09+00:00,2024-02-02 12:20:59+00:00,2018-09-11 08:52:45+00:00,2024-02-02 11:30:27+00:00,93.33333333333333,76.36363636363637,1996.960625,True
10148,MODSOURCE,mod-source-record-storage,756,756,592,561,710,1230.0,1.8303571428571428,0.0,37.86209445352215,13.024837962962962,4.186507936507937,1.0304232804232805,0.0,0,0,2507,331,282,2018-09-24 08:56:20+00:00,2024-02-01 13:04:29+00:00,2018-10-11 14:01:24+00:00,2024-02-01 12:11:07+00:00,93.91534391534393,74.20634920634922,1956.1352662037036,True
10149,MDEXP,mod-data-export,705,705,582,523,658,1049.0,2.0095785440613025,0.0,83.03140403274443,22.49256944444444,3.971631205673759,1.0723404255319149,0.0,0,0,1546,51,47,2019-10-23 20:10:05+00:00,2024-02-01 10:32:06+00:00,2020-01-15 15:37:19+00:00,2024-04-03 11:47:06+00:00,93.33333333333333,74.18439716312056,1623.6507060185186,True
10150,UIQM,ui-quick-marc,599,599,474,425,564,656.0,1.312,0.0,49.89439866557734,16.729155092592592,5.681135225375626,1.1752921535893155,0.0,0,0,2749,55,72,2019-09-25 05:57:26+00:00,2024-02-01 19:56:48+00:00,2020-03-17 12:50:13+00:00,2024-02-02 16:42:14+00:00,94.15692821368948,70.95158597662771,1591.4477777777777,True
10151,MODOAIPMH,mod-oai-pmh,508,508,456,426,480,948.0,2.37,0.0,94.95019939467049,20.054722222222225,3.9192913385826773,1.2834645669291338,0.0,0,0,1121,61,82,2018-09-28 17:19:36+00:00,2024-01-25 18:09:00+00:00,2018-10-10 12:19:21+00:00,2024-01-22 06:04:18+00:00,94.48818897637796,83.85826771653542,1941.5310416666666,True
10152,UICHKOUT,ui-checkout,502,502,445,418,467,484.0,1.7925925925925925,34.5,78.57024945175439,25.026666666666664,3.5119521912350598,1.0079681274900398,0.0,0,32,1001,45,125,2017-06-22 15:18:28+00:00,2024-01-30 17:57:25+00:00,2017-08-28 21:33:30+00:00,2023-12-18 10:01:18+00:00,93.02788844621513,83.26693227091634,2369.77974537037,True
10154,UIF,ui-finance,521,521,426,391,473,526.5,1.274818401937046,0.0,65.96487940466041,23.996064814814815,4.506717850287908,2.497120921305182,0.0,0,0,1270,37,62,2018-05-22 20:17:21+00:00,2024-02-02 17:09:15+00:00,2018-09-20 18:41:08+00:00,2024-02-01 15:29:52+00:00,90.7869481765835,75.04798464491363,2080.800358796296,True
10155,MODINVOICE,mod-invoice,483,483,417,387,447,611.5,1.5325814536340852,0.0,64.15626181333141,24.29380787037037,4.3271221532091095,2.4782608695652173,0.0,0,0,2009,163,133,2019-01-31 17:12:11+00:00,2024-01-24 20:33:54+00:00,2019-02-22 14:10:25+00:00,2024-02-01 06:49:03+00:00,92.54658385093167,80.12422360248446,1826.5672685185186,True
10156,BF,Bug Fest,919,919,389,380,888,740.0,1.264957264957265,0.0,27.838470756376427,6.976087962962963,2.5070729053318823,1.2393906420021763,0.0,0,0,916,74,65,2018-08-22 10:51:45+00:00,2024-01-04 14:35:58+00:00,2019-01-08 16:37:23+00:00,2025-03-24 09:15:36+00:00,96.62676822633297,41.34929270946681,2405.9332291666665,True
10157,MODFISTO,mod-finance-storage,437,437,377,358,419,548.5,1.5151933701657458,0.0,69.94778573091249,25.06837962962963,4.329519450800915,2.551487414187643,0.0,0,0,1381,115,95,2018-09-19 07:45:58+00:00,2024-02-02 18:02:19+00:00,2018-12-10 17:27:10+00:00,2024-02-01 18:44:07+00:00,95.88100686498856,81.92219679633868,1961.457048611111,True
10158,MODUSERS,mod-users,448,448,359,322,408,450.0,1.9230769230769231,255.0,155.9576098458707,16.087546296296296,2.765625,0.8995535714285714,0.006696428571428571,3,124,867,103,133,2016-11-08 14:20:13+00:00,2024-02-02 12:11:25+00:00,2017-05-11 16:13:24+00:00,2024-02-02 18:38:12+00:00,91.07142857142857,71.875,2642.1791550925927,True
10159,UIBULKED,ui-bulk-edit,585,585,340,299,509,817.5,1.7505353319057815,0.0,54.460761566332216,33.965127314814815,5.0,1.5145299145299145,0.0,0,0,1491,31,48,2021-09-02 21:55:03+00:00,2024-02-02 12:13:44+00:00,2021-10-05 12:39:45+00:00,2024-02-02 22:30:45+00:00,87.00854700854701,51.11111111111111,883.0247916666667,True
10162,MODQM,mod-quick-marc,355,355,301,274,332,535.0,2.011278195488722,0.0,32.282885915112196,15.863003472222221,4.24225352112676,1.1014084507042254,0.0,0,0,1083,51,41,2020-03-08 09:29:18+00:00,2024-02-01 15:11:37+00:00,2020-03-20 07:09:59+00:00,2024-01-31 02:32:01+00:00,93.52112676056338,77.1830985915493,1423.7102199074075,True
10172,MODLD,mod-linked-data,798,798,219,138,643,1212.0,2.3625730994152048,0.0,23.6033599707244,16.21653935185185,3.8045112781954886,1.6591478696741855,0.0,0,0,1224,64,55,2023-04-10 13:00:02+00:00,2024-02-02 21:10:16+00:00,2023-05-11 15:11:55+00:00,2025-03-10 17:24:30+00:00,80.57644110275689,17.293233082706767,700.1836574074074,True
10176,UILD,ui-ld-folio-wrapper,586,586,181,120,462,740.0,2.1637426900584797,0.0,24.0736199845679,15.080978009259258,4.035836177474403,1.757679180887372,0.0,0,0,875,5,42,2023-04-19 13:51:21+00:00,2024-02-01 23:13:26+00:00,2023-05-23 09:20:13+00:00,2024-01-25 16:49:36+00:00,78.839590443686,20.477815699658702,281.12378472222224,True
10178,MODBULKOPS,mod-bulk-operations,440,440,172,126,364,621.5,1.906441717791411,0.0,56.65536109273956,33.642366898148154,4.593181818181818,1.4545454545454546,0.0,0,0,1150,28,45,2022-08-01 10:59:41+00:00,2024-01-25 15:21:01+00:00,2022-11-21 17:46:37+00:00,2024-02-02 21:35:39+00:00,82.72727272727273,28.636363636363637,550.4416435185185,True
10196,MGNLDAM,Magnolia DAM Module,1529,1529,1122,490,1308,923.0,2.8487654320987654,1714.4666666599999,411.9047218679138,20.329953703703705,3.949640287769784,0.6631785480706344,0.1353826030085023,207,507,1179,5,14,2012-10-16 09:46:03+00:00,2024-07-19 15:40:51+00:00,2012-10-31 08:24:14+00:00,2024-03-28 16:40:34+00:00,85.5461085676913,32.04708960104644,4181.287858796296,True
10197,PAGES,Magnolia pages module,1093,1093,983,321,920,1283.5,3.048693586698337,4334.849999996,264.39016308266986,29.242118055555554,3.9240622140896613,0.7904849039341263,0.08600182982616651,94,1071,851,0,2,2013-02-22 13:28:29+00:00,2024-07-19 14:24:45+00:00,2014-12-03 12:16:55+00:00,2024-03-27 16:20:43+00:00,84.17200365965233,29.368709972552608,4051.1196064814817,True
10199,BUILD,Build,1093,1093,908,300,944,240.0,2.1621621621621623,812.73333333,128.8421331404321,7.552256944444444,3.0027447392497715,0.6212259835315646,0.04574565416285453,50,200,625,2,1,2008-07-13 22:24:46+00:00,2025-06-03 06:20:06+00:00,2009-03-16 15:14:39+00:00,2024-03-27 10:12:00+00:00,86.36779505946936,27.44739249771272,5735.4911342592595,True
10201,ARCH,Archived Tasks,938,938,15,1,0,1329.0,8.203703703703704,0.0,,,4.915778251599147,2.6535181236673773,0.0,0,0,464,183,183,2014-06-10 23:03:18+00:00,2014-08-21 14:14:38+00:00,2015-07-27 10:26:43+00:00,2015-07-27 10:26:43+00:00,0.0,0.10660980810234541,411.4745949074074,False
10201,DDF,DDF,4450,4450,5,4,3633,608.0,3.2688172043010755,225695.5,,,1.2820224719101123,0.31573033707865167,0.012359550561797753,55,12,614,74,57,2014-07-16 23:38:41+00:00,2018-03-26 16:10:57+00:00,2015-01-29 09:42:11+00:00,2019-03-05 00:30:17+00:00,81.64044943820224,0.0898876404494382,1692.0358333333334,False
10201,MGNLFE,Magnolia Frontend Helpers,690,690,619,201,557,633.5,2.337638376383764,3503.16666667,46.8661894232541,10.870289351851852,3.1,0.8246376811594203,0.010144927536231883,7,608,375,0,0,2019-07-30 13:10:03+00:00,2024-07-09 12:41:27+00:00,2019-11-18 11:58:17+00:00,2024-01-15 11:23:53+00:00,80.72463768115942,29.130434782608695,1629.926273148148,True
10206,ADMINCTR,Admincentral,381,381,325,47,275,216.0,1.9636363636363636,647.966666659,71.0321259357762,12.15929398148148,3.2467191601049867,0.863517060367454,0.03412073490813648,13,216,190,1,0,2021-08-27 09:56:25+00:00,2024-07-21 11:38:00+00:00,2022-11-02 06:42:54+00:00,2024-03-13 09:09:11+00:00,72.17847769028872,12.335958005249344,928.9671990740741,True
10208,MGNLRES,Magnolia Resources Module,353,353,339,176,340,338.0,3.414141414141414,639.883333336,317.16205577914565,17.02648726851852,5.719546742209632,0.6543909348441926,0.35410764872521244,125,229,290,0,0,2008-09-24 18:03:05+00:00,2024-06-13 10:38:34+00:00,2008-10-15 08:01:25+00:00,2024-06-18 06:21:40+00:00,96.3172804532578,49.858356940509914,5745.5129050925925,True
10209,MGNLFORM,Magnolia Form Module,345,345,337,174,308,117.5,3.0128205128205128,263.65,766.8547546163261,34.949253472222225,3.6869565217391305,0.6666666666666666,0.1826086956521739,63,96,186,0,0,2008-11-07 19:46:22+00:00,2024-07-12 09:09:09+00:00,2009-05-25 13:25:36+00:00,2024-07-05 11:55:37+00:00,89.27536231884058,50.43478260869565,5718.673090277778,True
10212,DNN,DNN Platform,10060,10060,3078,1480,9288,5609.6,2.1625289128758673,17.733333335,51.20973160364356,16.691319444444446,2.9127236580516898,2.721769383697813,0.17365805168986084,1747,12,3766,149,149,2012-01-03 00:39:00+00:00,2017-10-24 06:30:25+00:00,2012-03-12 15:48:00+00:00,2016-06-14 20:53:13+00:00,92.32604373757455,14.7117296222664,1624.8432060185185,True
10216,PUBLISHING,Publishing,274,274,219,72,235,347.5,3.582474226804124,205.03333333400002,110.72416264789095,8.963871527777778,4.153284671532846,0.8978102189781022,0.07664233576642336,21,55,177,1,0,2016-07-25 14:09:23+00:00,2024-07-18 14:39:43+00:00,2017-02-13 07:59:14+00:00,2024-03-26 11:48:10+00:00,85.76642335766424,26.277372262773724,2800.9019328703703,True
10225,MGNLPER,Periscope,334,334,173,56,297,705.5,3.2662037037037037,415.249999994,90.1029970651455,20.205972222222222,4.3532934131736525,0.9101796407185628,0.03293413173652695,11,96,301,7,3,2018-02-12 13:12:37+00:00,2024-07-08 06:43:14+00:00,2018-02-26 08:20:05+00:00,2024-02-02 07:46:13+00:00,88.92215568862275,16.766467065868262,2180.7733333333335,True
10290,FOLIO,FOLIO,3525,3525,3208,2610,2903,1531.5,2.2655325443786984,4161.91972221,113.3491019600954,13.208784722222223,1.8853900709219857,0.6278014184397163,0.003971631205673759,14,2333,6537,834,1094,2016-08-24 18:51:51+00:00,2024-02-02 13:14:20+00:00,2016-08-31 22:22:43+00:00,2024-11-05 13:30:38+00:00,82.35460992907801,74.04255319148936,2994.7769328703703,True
10296,EUREKA,EUREKA,535,535,4,0,461,257.0,1.0,0.0,,,3.1383177570093457,0.719626168224299,0.0,0,0,1058,27,71,2023-12-31 13:47:47+00:00,2025-04-14 12:46:12+00:00,,,86.16822429906541,0.0,,False
10300,FINANDOLD,[ARCHIVE] Fintoo Mobile Android OLD,1444,1444,1,1,1358,1423.0,4.590322580645161,1864.133333366,,,3.1738227146814406,2.5117728531855956,0.0,0,587,463,97,97,2019-06-28 02:36:38+00:00,2019-06-28 02:36:38+00:00,2019-06-07 13:20:01+00:00,2019-06-07 13:20:01+00:00,94.04432132963989,0.06925207756232687,-20.55320601851852,False
10302,MM,Mattermost,51169,51169,49,27,48215,41906.5,3.8762834150402368,164.25,,,3.5037425003420037,1.0587465066739628,0.05591275967871172,2861,53,13868,1166,1166,2016-06-13 21:29:13+00:00,2025-04-21 16:04:02+00:00,2016-04-07 18:30:49+00:00,2025-05-23 16:54:17+00:00,94.22697336277824,0.05276632335984679,3265.809074074074,True
10322,LIB,dcm4che3,454,454,1,0,454,268.0,3.308641975308642,0.0,,,1.3171806167400881,0.11233480176211454,0.05066079295154185,23,0,130,0,0,2014-03-14 13:22:51+00:00,2014-03-14 13:22:51+00:00,,,100.0,0.0,,False
10400,BAH,Bahmni,4022,4022,2,3,2441,368.0,2.2576687116564416,14.501666667,,,3.5870213823968173,1.0773247140726008,0.0,0,8,864,69,69,2019-10-10 10:33:12+00:00,2024-01-22 10:06:36+00:00,2021-10-06 16:31:56+00:00,2024-06-18 05:17:03+00:00,60.691198408751866,0.07458975634012929,1712.7804513888889,False
10400,FINIOSOLD,[ARCHIVE] Fintoo Mobile iOS OLD,947,947,2,2,899,1017.0,3.7806691449814127,60.516666668,,,3.359028511087645,2.9208025343189017,0.0,0,91,361,115,115,2018-10-12 13:21:06+00:00,2019-04-17 12:41:12+00:00,2018-04-04 13:27:49+00:00,2018-10-22 11:32:23+00:00,94.93136219640972,0.21119324181626187,9.924502314814815,False
10402,AWS,Advisory Web Scrum,2616,2616,4,3,2435,4254.0,2.629171817058096,12.0,,,4.572247706422019,6.547018348623853,0.0,0,3,892,109,109,2020-08-06 06:22:58+00:00,2023-10-09 07:13:31+00:00,2022-02-14 09:52:37+00:00,2023-08-18 09:32:53+00:00,93.08103975535168,0.11467889908256881,1107.131886574074,False
10403,MS,Mobile Scrum,3569,3569,1,3,3478,6393.0,2.1467427803895234,27.5,,,4.721490613617259,5.585037825721491,0.0,0,5,1121,12,12,2022-08-10 11:39:17+00:00,2022-08-10 11:39:17+00:00,2021-11-26 09:40:08+00:00,2023-11-08 06:48:37+00:00,97.45026618100309,0.08405715886803025,454.79814814814813,False
10411,CWS,CRM Web Scrum,415,415,0,1,390,1075.0,2.9532967032967035,48.0,,,5.021686746987951,6.072289156626506,0.0,0,5,85,3,3,,,2022-11-07 07:45:00+00:00,2022-11-07 07:45:00+00:00,93.97590361445783,0.24096385542168677,,False
10423,CHWS,Chatbot Web Scrum,585,585,1,1,581,2208.0,3.7743589743589743,669.966666667,,,5.138461538461539,5.9162393162393165,0.0,0,101,342,10,10,2023-08-25 04:18:14+00:00,2023-08-25 04:18:14+00:00,2023-03-17 12:55:37+00:00,2023-03-17 12:55:37+00:00,99.31623931623932,0.17094017094017094,-160.64070601851853,False
10425,DWS,Distribution Web Scrum,869,869,0,0,771,2948.0,3.392405063291139,0.0,,,4.933256616800921,8.324510932105868,0.0,0,0,423,122,130,,,,,88.72266973532797,0.0,,False
