Project_ID,Project_Type,Team_Size,Project_Budget_USD,Estimated_Timeline_Months,Complexity_Score,Stakeholder_Count,Methodology_Used,Team_Experience_Level,Past_Similar_Projects,External_Dependencies_Count,Change_Request_Frequency,Project_Phase,Requirement_Stability,Team_Turnover_Rate,Historical_Risk_Incidents,Stakeholder_Engagement_Level,Schedule_Pressure,Budget_Utilization_Rate,Market_Volatility,Integration_Complexity,Resource_Availability,Priority_Level,Cross_Functional_Dependencies,Previous_Delivery_Success_Rate,Technical_Debt_Level,Project_Manager_Experience,Org_Process_Maturity,Key_Stakeholder_Availability,Tech_Environment_Stability,Resource_Contention_Level,Industry_Volatility,Client_Experience_Level,Change_Control_Maturity,Risk_Management_Maturity,Documentation_Quality,Current_Phase_Duration_Months,Seasonal_Risk_Factor,Total_Tasks,Completion_Percentage,Completed_Tasks,Overdue_Tasks,Delay_Percentage,Average_Delay_Days,Employee_Workload,Estimated_Effort_Hours,Actual_Effort_Hours,Risk_Level
PROJ_0610,Construction,28,1594115.04,24,6.14,13,Waterfall,Mixed,1,3,0.5,Monitoring,Moderate,0.2,0,High,0.0,1.18,0.18,9.57,0.36,Low,0,0.76,0.0,Mid-level PM,Optimizing,Moderate,Unknown,Medium,Stable,Occasional,Formal,Advanced,Excellent,9,1.0,196,24,47,4,30.14,6,High,3840,4997,Low
PROJ_0611,Construction,27,1522327.67,21,5.08,13,Waterfall,Senior,5,4,0.65,Planning,Volatile,0.1,2,Low,0.0,0.91,0.95,3.4,0.86,High,6,0.82,0.0,Senior PM,Managed,Excellent,Unknown,Medium,Moderate,Occasional,Basic,Basic,Basic,6,1.0,108,39,42,6,38.23,14,Medium,3360,4644,Medium
PROJ_0612,IT,15,1206425.63,27,10.0,15,Kanban,Mixed,2,6,2.05,Monitoring,Moderate,0.28,1,High,0.0,1.0,0.92,2.25,0.54,Medium,5,0.95,0.33,Senior PM,Managed,Excellent,Modern/Stable,High,Extreme,Regular,Formal,Formal,Basic,10,1.0,75,51,38,1,30.88,13,High,4320,5654,Medium
PROJ_0613,IT,13,1131299.54,14,5.65,9,Agile,Mixed,0,2,1.65,Initiation,Stable,0.2,1,Medium,0.01,0.85,0.35,8.32,0.85,Critical,6,0.95,0.56,Certified PM,Managed,Moderate,Modern/Stable,Low,Stable,Strategic,Basic,Formal,Excellent,1,1.0,91,46,41,1,33.69,11,Medium,2240,2994,Low
PROJ_0614,Manufacturing,3,265992.55,4,1.91,3,Hybrid,Senior,5,1,0.58,Execution,Volatile,0.26,0,Poor,0.16,0.81,0.14,5.67,0.82,Medium,3,0.96,0.0,Mid-level PM,Ad-hoc,Limited,Unknown,Medium,Stable,First-time,Basic,Basic,Good,1,1.0,15,51,7,7,30.42,2,High,640,834,High
PROJ_0615,Construction,9,671161.48,12,4.08,11,Hybrid,Senior,2,4,0.23,Monitoring,Stable,0.05,1,Excellent,0.0,0.81,0.28,9.82,0.64,High,6,0.73,0.0,Mid-level PM,Managed,Good,Unknown,Low,Moderate,First-time,Formal,Formal,Poor,2,1.0,45,44,19,3,6.73,9,Medium,1920,2049,Medium
PROJ_0616,IT,4,419478.99,8,3.9,7,Kanban,Mixed,1,1,0.91,Planning,Moderate,0.62,0,Medium,0.18,0.74,0.92,6.44,0.76,Critical,7,0.86,0.51,Mid-level PM,Defined,Moderate,Modern/Stable,High,Moderate,First-time,Unknown,Advanced,Poor,1,1.0,24,96,23,7,33.34,7,Low,1280,1706,Medium
PROJ_0617,IT,9,871418.19,14,3.95,12,Kanban,Mixed,0,2,3.93,Planning,Moderate,0.3,2,High,0.0,0.77,0.34,7.11,0.65,High,4,0.78,0.12,Junior PM,Managed,Moderate,Modern/Stable,Low,Stable,Regular,Unknown,Advanced,Basic,4,1.0,36,15,5,6,7.8,5,Low,2240,2414,Medium
PROJ_0618,Manufacturing,7,668383.24,13,5.46,8,Agile,Senior,3,2,1.22,Initiation,Volatile,0.21,1,Medium,0.05,0.61,0.92,7.6,0.63,Medium,2,0.64,0.0,Senior PM,Defined,Limited,Unknown,Low,Stable,Occasional,Basic,Basic,Good,5,1.0,49,77,37,7,35.7,5,Medium,2080,2822,Medium
PROJ_0619,Healthcare,5,620231.73,11,4.46,5,Scrum,Mixed,3,2,1.64,Monitoring,Moderate,0.51,2,Medium,0.01,1.1,0.56,7.54,0.51,Critical,0,0.64,0.0,Senior PM,Defined,Moderate,Unknown,Low,Moderate,Regular,Basic,Basic,Good,1,1.0,30,27,8,5,18.35,13,Medium,1760,2082,Medium
PROJ_0620,R&D,19,1949256.84,26,10.0,13,Scrum,Senior,1,5,4.01,Monitoring,Moderate,0.51,2,Medium,0.0,1.01,0.28,7.62,0.43,High,6,0.51,0.0,Senior PM,Defined,Moderate,Unknown,Medium,Extreme,Occasional,Unknown,Unknown,Basic,11,1.0,114,82,93,3,27.08,14,Low,4160,5286,Critical
PROJ_0621,Manufacturing,2,330600.32,4,2.06,6,Scrum,Senior,3,0,2.05,Initiation,Moderate,0.24,3,High,0.22,0.82,0.22,2.79,0.9,Medium,2,0.78,0.0,Senior PM,Defined,Moderate,Unknown,Low,Stable,First-time,Basic,Advanced,Poor,1,1.0,14,38,5,0,19.89,0,Low,640,767,Low
PROJ_0622,IT,8,665009.91,10,5.31,11,Agile,Senior,2,4,2.41,Monitoring,Moderate,0.26,1,High,0.25,1.01,0.09,6.76,0.84,Critical,6,0.89,0.24,Senior PM,Managed,Excellent,Modern/Stable,High,High,Occasional,Formal,Formal,Basic,3,1.1,40,86,34,7,3.76,4,Medium,1600,1660,Medium
PROJ_0623,Construction,13,650546.17,12,3.2,8,Waterfall,Junior,0,1,3.5,Planning,Volatile,0.64,2,Poor,0.0,0.73,0.4,6.2,0.49,Medium,7,0.73,0.0,Junior PM,Managed,Poor,Unknown,Low,Stable,First-time,Advanced,Formal,Excellent,4,1.0,78,68,53,6,11.63,2,Medium,1920,2143,Medium
PROJ_0624,R&D,23,1757429.97,26,10.0,12,Scrum,Mixed,1,6,0.52,Initiation,Moderate,0.25,3,High,0.0,0.61,0.31,1.52,0.61,Low,2,0.76,0.0,Junior PM,Defined,Moderate,Unknown,Medium,High,Occasional,Basic,Formal,Basic,1,1.0,115,56,64,4,39.35,14,Low,4160,5796,Medium
PROJ_0625,IT,18,1231584.74,25,10.0,15,Kanban,Senior,2,5,0.58,Closure,Moderate,0.4,1,Excellent,0.0,1.02,0.99,6.28,0.32,Low,4,0.94,0.72,Junior PM,Managed,Limited,Mixed,Low,Extreme,Occasional,Advanced,Formal,Basic,8,1.0,72,26,18,4,38.43,9,High,4000,5537,Medium
PROJ_0626,IT,8,384304.09,9,4.79,4,Agile,Mixed,2,1,1.49,Initiation,Moderate,0.36,4,Excellent,0.25,1.26,0.88,2.83,0.52,Low,4,0.59,0.83,Mid-level PM,Defined,Good,Modern/Stable,Medium,High,First-time,Unknown,Basic,Good,3,1.1,40,31,12,4,12.82,14,Low,1440,1624,Critical
PROJ_0627,R&D,17,1509819.87,23,10.0,11,Scrum,Senior,1,6,0.79,Initiation,Volatile,0.22,1,Low,0.08,0.89,0.86,2.37,0.61,Medium,7,0.66,0.0,Senior PM,Managed,Moderate,Unknown,Low,Extreme,First-time,Formal,Formal,Poor,5,1.0,68,77,52,2,39.85,0,Medium,3680,5146,Critical
PROJ_0628,Healthcare,4,515470.36,9,3.05,8,Agile,Mixed,2,2,2.25,Monitoring,Moderate,0.33,2,High,0.0,0.82,0.76,7.89,1.0,High,7,0.64,0.0,Certified PM,Managed,Excellent,Unknown,Medium,Moderate,First-time,Formal,Formal,Basic,1,1.0,20,78,15,1,33.82,7,Medium,1440,1927,Medium
PROJ_0629,Marketing,4,613602.98,8,2.77,7,Kanban,Mixed,2,0,0.97,Planning,Moderate,0.43,1,Poor,0.0,1.23,0.66,8.98,0.94,Critical,7,0.6,0.0,Mid-level PM,Managed,Good,Unknown,Low,High,Occasional,Basic,Basic,Good,1,1.0,24,46,11,3,24.44,6,High,1280,1592,High
PROJ_0630,Construction,26,1294812.45,23,6.21,11,Waterfall,Expert,3,2,3.09,Initiation,Moderate,0.22,1,High,0.0,0.94,0.46,7.05,0.79,Medium,6,0.79,0.0,Certified PM,Managed,Excellent,Unknown,Low,Stable,First-time,Advanced,Formal,Good,3,1.0,156,58,90,4,1.6,6,Low,3680,3738,Low
PROJ_0631,IT,16,1223496.74,16,6.55,9,Scrum,Junior,0,3,1.32,Planning,Stable,0.53,2,High,0.02,1.01,0.71,7.21,0.52,High,4,0.83,0.0,Junior PM,Optimizing,Good,Legacy/Unstable,Medium,Stable,Strategic,Advanced,Advanced,Good,2,1.1,64,22,14,0,36.06,11,Medium,2560,3483,Medium
PROJ_0632,Healthcare,10,1024688.16,15,5.28,10,Kanban,Senior,6,1,0.43,Execution,Stable,0.14,0,Low,0.0,0.75,0.75,1.11,0.49,Medium,3,0.83,0.0,Junior PM,Optimizing,Good,Unknown,High,Moderate,Regular,Unknown,Advanced,Basic,2,1.0,70,43,30,4,22.3,9,Low,2400,2935,Medium
PROJ_0633,IT,7,453095.6,7,3.43,7,Scrum,Mixed,1,3,2.15,Monitoring,Moderate,0.62,1,High,0.18,1.21,0.05,2.07,0.32,Low,7,0.55,0.95,Mid-level PM,Managed,Good,Mixed,Low,Stable,First-time,Unknown,Basic,Basic,1,1.1,28,95,26,5,34.74,13,Medium,1120,1509,Critical
PROJ_0634,R&D,23,1809355.12,24,8.89,19,Scrum,Expert,1,4,0.64,Planning,Moderate,0.23,2,Excellent,0.0,0.95,0.3,5.86,0.47,High,5,0.76,0.0,Mid-level PM,Optimizing,Excellent,Unknown,High,High,Occasional,Basic,Advanced,Basic,1,1.0,92,62,57,1,33.38,9,High,3840,5121,Low
PROJ_0635,Manufacturing,13,831230.1,20,8.02,11,Hybrid,Mixed,1,3,1.74,Initiation,Volatile,0.27,0,High,0.0,0.99,0.21,7.51,0.68,Low,3,0.79,0.0,Junior PM,Ad-hoc,Good,Unknown,High,Extreme,First-time,Unknown,Unknown,Good,3,1.0,65,96,62,6,33.32,9,Low,3200,4266,Critical
PROJ_0636,IT,19,1605361.7,25,8.25,12,Kanban,Mixed,2,5,1.9,Planning,Volatile,0.17,4,Excellent,0.0,0.96,0.59,8.85,0.97,Low,6,0.85,0.44,Junior PM,Optimizing,Good,Legacy/Unstable,High,Extreme,Strategic,Formal,Formal,Poor,10,1.0,95,60,57,1,27.93,3,Low,4000,5117,Medium
PROJ_0637,Construction,36,2192480.56,32,8.97,21,Waterfall,Mixed,1,5,0.34,Initiation,Moderate,0.57,1,High,0.0,0.99,0.94,9.36,0.45,Critical,4,0.51,0.0,Junior PM,Ad-hoc,Moderate,Unknown,Medium,High,Regular,Unknown,Basic,Good,14,1.0,144,12,17,7,11.66,12,High,5120,5716,Critical
PROJ_0638,Manufacturing,17,971593.16,19,6.21,13,Waterfall,Junior,0,2,2.12,Execution,Stable,0.7,2,Excellent,0.0,0.66,0.3,9.96,0.69,Medium,7,0.52,0.0,Junior PM,Optimizing,Limited,Unknown,Medium,High,Strategic,Basic,Formal,Good,5,1.0,102,51,52,6,13.45,14,Medium,3040,3448,Medium
PROJ_0639,Manufacturing,9,989133.05,10,4.37,10,Agile,Junior,0,2,1.89,Execution,Stable,0.2,0,High,0.08,0.87,0.73,6.45,0.77,Low,5,0.97,0.0,Junior PM,Managed,Moderate,Unknown,Low,Stable,Regular,Formal,Formal,Basic,1,1.0,45,41,18,6,12.34,10,Medium,1600,1797,Medium
PROJ_0640,IT,10,753423.4,14,7.11,8,Scrum,Senior,2,4,1.06,Initiation,Moderate,0.17,1,High,0.21,1.02,0.28,6.2,0.84,High,6,0.87,0.37,Senior PM,Managed,Poor,Mixed,Low,Extreme,First-time,Basic,Formal,Good,4,1.0,70,60,42,7,0.8,5,Low,2240,2257,Medium
PROJ_0641,IT,15,1293662.21,16,7.58,15,Agile,Mixed,0,3,1.5,Execution,Moderate,0.24,0,High,0.16,1.28,0.17,2.4,0.58,High,4,0.78,0.96,Mid-level PM,Ad-hoc,Excellent,Mixed,Medium,High,Regular,Unknown,Basic,Poor,6,1.0,75,94,70,3,23.3,12,High,2560,3156,High
PROJ_0642,Construction,42,2268632.46,30,7.64,16,Waterfall,Mixed,1,5,2.75,Monitoring,Stable,0.54,0,Excellent,0.0,1.03,0.94,5.58,0.97,Low,4,0.73,0.0,Junior PM,Ad-hoc,Moderate,Unknown,High,High,Strategic,Unknown,Unknown,Good,1,1.0,210,55,115,7,27.95,8,Low,4800,6141,Critical
PROJ_0643,Marketing,14,1020911.28,14,5.15,11,Hybrid,Junior,0,4,0.9,Initiation,Volatile,0.17,0,Medium,0.0,1.06,0.54,8.97,0.6,Critical,5,0.47,0.0,Junior PM,Managed,Poor,Unknown,Low,High,Regular,Formal,Basic,Good,3,1.0,98,30,29,2,34.15,14,Low,2240,3004,High
PROJ_0644,Marketing,14,1015802.31,16,4.92,13,Kanban,Senior,6,4,0.32,Execution,Volatile,0.32,2,Medium,0.0,0.95,0.06,3.82,0.86,Medium,3,0.83,0.0,Senior PM,Defined,Limited,Unknown,Low,High,Regular,Basic,Basic,Poor,1,1.0,56,53,29,6,5.61,13,Medium,2560,2703,High
PROJ_0645,Construction,30,2050464.57,26,6.82,14,Hybrid,Junior,0,3,0.12,Execution,Moderate,0.4,1,Poor,0.0,0.71,0.11,7.55,0.99,High,5,0.84,0.0,Junior PM,Defined,Good,Unknown,Low,Moderate,Occasional,Formal,Basic,Good,7,1.0,210,20,42,6,21.77,2,Medium,4160,5065,High
PROJ_0646,IT,3,402955.38,7,3.04,8,Kanban,Junior,2,3,0.28,Initiation,Moderate,0.09,1,Medium,0.08,1.01,0.65,3.76,0.66,Low,0,0.7,0.67,Junior PM,Managed,Moderate,Modern/Stable,High,Moderate,Occasional,Basic,Formal,Basic,1,1.0,12,77,9,7,0.32,14,Medium,1120,1123,Medium
PROJ_0647,IT,21,1580465.78,28,9.28,13,Kanban,Senior,1,6,2.03,Initiation,Moderate,0.07,2,Excellent,0.0,0.93,0.93,7.49,0.36,High,2,0.59,0.07,Mid-level PM,Managed,Moderate,Mixed,Low,Extreme,Strategic,Formal,Basic,Good,5,1.0,84,10,8,3,3.8,8,Medium,4480,4650,High
PROJ_0648,Construction,18,931791.45,17,4.86,8,Waterfall,Senior,2,2,0.34,Initiation,Stable,0.07,1,Low,0.0,0.75,0.34,4.21,0.94,Medium,2,0.51,0.0,Junior PM,Defined,Poor,Unknown,Low,Stable,First-time,Formal,Formal,Basic,7,1.0,72,72,51,4,2.17,3,Medium,2720,2779,High
PROJ_0649,IT,4,527665.89,9,3.42,7,Kanban,Mixed,0,2,2.39,Execution,Moderate,0.2,3,Poor,0.0,0.76,0.18,4.28,0.47,Critical,1,0.87,0.7,Junior PM,Optimizing,Moderate,Mixed,Medium,Moderate,Regular,Formal,Basic,Poor,2,1.1,28,33,9,5,29.02,4,High,1440,1857,High
PROJ_0650,Construction,18,1178306.8,18,4.63,12,Waterfall,Mixed,1,4,1.84,Planning,Moderate,0.49,2,Low,0.0,0.73,0.42,9.35,0.41,Critical,1,0.95,0.0,Certified PM,Optimizing,Poor,Unknown,High,Stable,Occasional,Formal,Formal,Basic,2,1.0,72,22,15,0,3.24,6,Low,2880,2973,Medium
PROJ_0651,Construction,19,1664631.02,18,5.28,14,Hybrid,Expert,6,1,0.28,Initiation,Moderate,0.22,4,Excellent,0.0,1.27,0.61,9.95,0.37,Medium,4,0.79,0.0,Senior PM,Managed,Moderate,Unknown,Low,Moderate,Regular,Formal,Basic,Basic,7,1.0,114,20,22,3,28.66,5,High,2880,3705,Medium
PROJ_0652,IT,11,982657.87,19,7.76,13,Agile,Expert,2,2,0.31,Execution,Stable,0.14,2,Excellent,0.02,0.66,0.36,1.5,0.51,Low,7,0.79,0.58,Certified PM,Defined,Good,Legacy/Unstable,High,High,Occasional,Unknown,Formal,Basic,5,1.0,77,60,46,2,9.98,9,Low,3040,3343,Medium
PROJ_0653,Construction,33,2147438.56,26,7.12,21,Waterfall,Mixed,0,3,4.74,Closure,Moderate,0.42,1,High,0.0,0.95,0.54,3.06,0.82,Medium,0,0.71,0.0,Senior PM,Defined,Excellent,Unknown,High,Moderate,Occasional,Advanced,Basic,Good,8,1.0,198,26,51,3,35.11,7,Medium,4160,5620,Medium
PROJ_0654,R&D,23,1853050.87,25,10.0,18,Scrum,Senior,5,4,3.02,Execution,Moderate,0.29,1,Medium,0.0,1.27,0.74,4.94,0.76,Low,2,0.97,0.0,Junior PM,Managed,Good,Unknown,High,High,Occasional,Formal,Formal,Poor,10,1.0,92,91,83,1,32.53,7,High,4000,5301,Critical
PROJ_0655,IT,4,575116.24,7,3.44,8,Scrum,Mixed,1,1,1.64,Initiation,Moderate,0.46,1,Excellent,0.19,1.06,0.11,3.99,0.79,Low,7,0.76,0.66,Mid-level PM,Defined,Good,Modern/Stable,High,Moderate,Strategic,Basic,Advanced,Poor,2,1.0,20,95,19,4,38.31,7,Low,1120,1549,Medium
PROJ_0656,Construction,48,3142418.71,36,10.0,23,Waterfall,Mixed,0,5,0.29,Planning,Moderate,0.59,1,Excellent,0.0,1.25,0.6,9.16,0.72,High,0,0.75,0.0,Mid-level PM,Managed,Moderate,Unknown,Medium,Extreme,Regular,Formal,Formal,Good,17,1.0,192,33,63,4,35.35,2,Medium,5760,7796,High
PROJ_0657,Manufacturing,6,467938.75,10,6.29,7,Agile,Junior,0,5,1.1,Execution,Stable,0.5,0,High,0.36,1.04,0.67,1.27,0.39,Medium,1,0.59,0.0,Mid-level PM,Defined,Moderate,Unknown,Low,Moderate,First-time,Unknown,Basic,Basic,1,1.0,36,28,10,6,37.33,14,Medium,1600,2197,Critical
PROJ_0658,IT,9,801917.9,16,6.79,10,Agile,Senior,5,4,0.95,Initiation,Moderate,0.26,3,High,0.06,0.66,0.71,2.39,0.67,Critical,4,0.56,0.55,Senior PM,Ad-hoc,Moderate,Legacy/Unstable,Medium,Stable,First-time,Basic,Unknown,Basic,7,1.0,54,46,24,4,34.35,13,High,2560,3439,Critical
PROJ_0659,IT,12,756730.23,14,5.6,6,Agile,Senior,2,4,0.46,Execution,Moderate,0.18,0,Low,0.0,1.28,0.31,9.37,0.51,High,1,0.91,0.13,Senior PM,Optimizing,Poor,Legacy/Unstable,Low,High,Occasional,Formal,Formal,Basic,2,1.0,84,94,78,4,27.74,9,High,2240,2861,High
PROJ_0660,IT,4,512863.62,8,5.0,4,Agile,Senior,5,3,1.37,Planning,Stable,0.28,4,Excellent,0.36,1.12,0.68,2.89,0.87,Low,5,0.52,0.16,Mid-level PM,Defined,Limited,Modern/Stable,Medium,Extreme,Occasional,Unknown,Basic,Basic,1,1.0,20,17,3,7,6.81,5,High,1280,1367,Medium
PROJ_0661,R&D,14,1541380.18,20,7.36,16,Agile,Mixed,0,3,3.24,Monitoring,Moderate,0.63,0,Low,0.0,0.94,0.19,2.0,0.72,Low,7,0.61,0.0,Mid-level PM,Defined,Good,Unknown,High,High,Occasional,Unknown,Formal,Basic,4,1.0,98,37,36,4,10.87,6,Medium,3200,3547,High
PROJ_0662,Healthcare,13,609310.76,10,2.49,11,Waterfall,Senior,1,3,1.19,Monitoring,Moderate,0.33,1,Excellent,0.0,0.65,0.25,4.69,0.88,Low,5,0.83,0.0,Senior PM,Managed,Limited,Unknown,Low,Stable,Regular,Formal,Formal,Good,1,1.0,78,14,10,4,8.51,8,Low,1600,1736,Medium
PROJ_0663,R&D,28,2436800.01,30,10.0,17,Agile,Mixed,2,4,2.08,Execution,Moderate,0.23,2,Poor,0.0,0.8,0.65,5.74,0.8,High,4,0.92,0.0,Mid-level PM,Defined,Excellent,Unknown,High,Extreme,Strategic,Unknown,Unknown,Basic,2,1.0,112,26,29,0,24.14,9,Low,4800,5958,High
PROJ_0664,R&D,22,2208985.24,29,10.0,15,Agile,Mixed,0,4,3.36,Monitoring,Moderate,0.08,0,Medium,0.0,1.1,0.08,1.65,0.8,High,7,0.74,0.0,Mid-level PM,Managed,Moderate,Unknown,Low,Extreme,Regular,Basic,Formal,Basic,6,1.0,110,45,49,2,20.14,9,High,4640,5574,Medium
PROJ_0665,IT,8,555572.63,9,3.89,10,Agile,Expert,4,0,0.68,Closure,Moderate,0.2,3,High,0.07,1.3,0.98,1.91,0.35,High,6,0.66,0.46,Certified PM,Ad-hoc,Excellent,Modern/Stable,Medium,Stable,Regular,Formal,Unknown,Excellent,1,1.0,32,28,8,6,34.68,13,Low,1440,1939,Low
PROJ_0666,IT,7,652218.45,12,5.62,11,Kanban,Mixed,0,4,0.29,Closure,Moderate,0.2,3,Low,0.15,1.0,0.7,8.44,0.84,Medium,0,0.78,0.36,Senior PM,Optimizing,Moderate,Modern/Stable,Low,Stable,Occasional,Formal,Advanced,Good,5,1.1,28,73,20,7,38.11,11,Medium,1920,2651,Low
PROJ_0667,IT,9,704843.74,13,6.61,5,Agile,Junior,0,3,0.46,Monitoring,Moderate,0.73,1,High,0.21,0.89,0.78,8.28,0.31,Medium,3,0.33,0.46,Certified PM,Managed,Poor,Modern/Stable,Medium,Moderate,Occasional,Formal,Formal,Good,4,1.0,45,20,9,4,16.19,14,Low,2080,2416,Critical
PROJ_0668,IT,10,881314.25,13,5.56,12,Kanban,Senior,1,1,2.97,Execution,Moderate,0.17,8,Medium,0.06,0.68,0.85,5.56,0.99,High,4,0.82,0.45,Senior PM,Defined,Moderate,Mixed,Medium,Stable,Regular,Formal,Formal,Basic,2,1.0,70,63,44,6,20.25,3,Medium,2080,2501,Low
PROJ_0669,Manufacturing,4,478853.11,6,2.07,9,Scrum,Mixed,2,2,1.07,Closure,Volatile,0.35,4,Medium,0.0,1.28,0.9,8.62,0.71,Critical,5,0.9,0.0,Junior PM,Ad-hoc,Limited,Unknown,Medium,Stable,Regular,Unknown,Unknown,Basic,1,1.0,16,54,8,2,38.86,4,High,960,1333,Critical
PROJ_0670,R&D,26,2149726.06,29,10.0,19,Scrum,Mixed,0,4,1.51,Monitoring,Moderate,0.31,0,High,0.0,1.08,0.59,6.36,0.56,Critical,7,0.58,0.0,Junior PM,Defined,Good,Unknown,Medium,High,Regular,Formal,Formal,Basic,3,1.0,156,56,87,7,11.05,7,Low,4640,5152,Critical
PROJ_0671,Marketing,13,987220.56,13,5.41,12,Agile,Junior,0,2,1.89,Planning,Moderate,0.32,1,Excellent,0.04,0.71,0.13,8.83,0.55,High,7,0.92,0.0,Mid-level PM,Managed,Excellent,Unknown,Low,Stable,Strategic,Formal,Basic,Good,3,1.0,52,21,10,5,31.7,0,Medium,2080,2739,Low
PROJ_0672,R&D,24,2197728.26,25,10.0,20,Agile,Junior,0,5,1.01,Initiation,Moderate,0.31,1,Poor,0.0,1.06,0.18,1.07,0.52,Medium,1,0.89,0.0,Mid-level PM,Managed,Limited,Unknown,Medium,Extreme,Strategic,Advanced,Formal,Good,9,1.0,120,30,36,4,9.01,11,High,4000,4360,High
PROJ_0673,IT,5,557897.56,12,4.63,4,Agile,Mixed,1,3,0.89,Monitoring,Moderate,0.37,1,Excellent,0.0,0.93,0.48,8.51,0.69,High,1,0.78,0.99,Senior PM,Defined,Good,Mixed,High,High,Regular,Unknown,Formal,Good,5,1.0,25,20,5,6,27.26,5,High,1920,2443,High
PROJ_0674,IT,12,1000981.97,25,10.0,12,Kanban,Senior,2,6,1.34,Monitoring,Moderate,0.44,5,Medium,0.0,1.0,0.58,2.97,0.34,Low,2,0.52,0.07,Senior PM,Managed,Limited,Modern/Stable,Medium,High,First-time,Formal,Formal,Basic,5,1.0,60,14,8,3,10.14,14,High,4000,4405,High
PROJ_0675,IT,11,1495160.07,19,6.8,13,Kanban,Mixed,0,3,0.55,Planning,Moderate,0.37,2,High,0.0,0.95,0.25,9.72,0.54,Medium,2,0.75,0.62,Mid-level PM,Defined,Excellent,Modern/Stable,Medium,Moderate,Strategic,Basic,Basic,Excellent,1,1.0,77,90,69,7,35.35,3,High,3040,4114,Medium
PROJ_0676,Construction,16,834657.65,12,3.88,8,Waterfall,Expert,4,1,1.65,Planning,Moderate,0.1,1,Poor,0.0,0.69,0.2,3.18,0.48,Critical,2,0.97,0.0,Senior PM,Managed,Poor,Unknown,Low,Stable,First-time,Formal,Formal,Good,2,1.0,64,65,41,7,22.46,4,Low,1920,2351,High
PROJ_0677,IT,10,812245.29,11,4.4,8,Kanban,Mixed,1,3,0.67,Initiation,Stable,0.11,1,Excellent,0.0,1.04,0.07,5.26,0.55,High,7,0.75,0.62,Mid-level PM,Optimizing,Good,Mixed,Low,High,Regular,Advanced,Formal,Basic,2,1.1,70,29,20,6,7.44,10,Medium,1760,1890,Low
PROJ_0678,Healthcare,8,558112.9,10,3.14,5,Agile,Senior,2,0,0.21,Planning,Stable,0.43,1,Medium,0.0,0.61,0.74,1.76,0.59,Medium,0,0.85,0.0,Mid-level PM,Managed,Good,Unknown,Low,High,First-time,Unknown,Formal,Basic,2,1.0,56,50,28,4,8.97,4,Low,1600,1743,Low
PROJ_0679,Marketing,15,973737.78,18,9.05,13,Agile,Expert,1,3,3.92,Closure,Volatile,0.06,1,High,0.2,0.91,0.26,3.73,0.71,Critical,4,0.81,0.0,Certified PM,Optimizing,Good,Unknown,Low,Extreme,First-time,Basic,Basic,Basic,5,1.0,75,55,41,1,19.75,1,Medium,2880,3448,Low
PROJ_0680,Construction,35,2510096.6,27,5.64,23,Hybrid,Mixed,2,1,1.28,Planning,Moderate,0.25,0,Excellent,0.0,0.6,1.0,6.0,0.47,Medium,3,0.81,0.0,Certified PM,Managed,Good,Unknown,Medium,Stable,Strategic,Formal,Formal,Excellent,7,1.0,175,21,36,0,38.46,7,High,4320,5981,Low
PROJ_0681,R&D,22,1572190.79,26,10.0,14,Scrum,Junior,2,7,1.87,Planning,Stable,0.31,3,Low,0.0,0.99,0.4,1.37,0.76,Medium,6,0.81,0.0,Mid-level PM,Managed,Moderate,Unknown,High,Extreme,Occasional,Formal,Basic,Basic,12,1.0,154,79,121,3,30.79,14,Low,4160,5440,Critical
PROJ_0682,Marketing,17,1680969.02,19,8.03,17,Scrum,Mixed,1,3,1.45,Initiation,Stable,0.52,5,Excellent,0.05,0.87,0.08,5.0,0.61,High,4,0.84,0.0,Junior PM,Optimizing,Moderate,Unknown,Low,High,Strategic,Advanced,Advanced,Good,8,1.0,68,26,17,3,19.53,1,High,3040,3633,Low
PROJ_0683,Marketing,6,338452.49,8,2.86,4,Waterfall,Mixed,0,3,0.56,Closure,Stable,0.71,1,Low,0.0,0.82,0.02,5.33,0.49,High,2,0.59,0.0,Mid-level PM,Defined,Moderate,Unknown,Low,Extreme,Regular,Formal,Basic,Good,1,1.0,36,28,10,1,13.51,3,Medium,1280,1452,Medium
PROJ_0684,Healthcare,13,913779.2,13,6.55,13,Scrum,Junior,1,3,3.2,Planning,Volatile,0.52,0,Excellent,0.21,0.76,0.82,9.24,0.81,Low,4,0.57,0.0,Mid-level PM,Managed,Good,Unknown,Medium,Moderate,Occasional,Unknown,Basic,Excellent,3,1.0,91,35,31,4,21.97,11,High,2080,2536,Critical
PROJ_0685,Manufacturing,6,651655.28,12,6.36,5,Scrum,Mixed,2,2,2.41,Initiation,Stable,0.18,3,High,0.25,1.07,0.4,9.93,0.75,Critical,1,0.91,0.0,Junior PM,Defined,Good,Unknown,High,Extreme,First-time,Basic,Formal,Good,1,1.0,24,57,13,7,29.93,12,Low,1920,2494,Critical
PROJ_0686,Construction,16,881052.08,15,4.59,10,Waterfall,Mixed,1,2,0.66,Initiation,Stable,0.52,5,Medium,0.0,0.98,0.8,7.0,0.33,High,3,0.83,0.0,Mid-level PM,Defined,Good,Unknown,Low,Moderate,First-time,Unknown,Basic,Excellent,1,1.0,80,61,48,7,31.36,4,Low,2400,3152,Medium
